"","ID","US_200BPS","US_220SCLASS","count"
"748",9,1140,132,2044
"749",9,1141,1,6
"750",9,1141,3,90
"751",9,1141,132,60
"752",9,1180,120,115
"753",9,1180,132,1
"754",9,1182,1,125
"755",9,1182,2,55
"756",9,1182,3,467
"757",9,1182,4,244
"758",9,1182,5,5
"759",9,1182,120,7
"760",9,1182,132,7
"761",9,1185,1,1426
"762",9,1185,2,6
"763",9,1185,3,3
"764",9,1185,7,3
"765",9,1185,120,1180
"766",9,1185,132,1
"767",9,1188,1,538
"768",9,1188,2,16
"769",9,1188,3,79
"770",9,1188,4,17
"771",9,1188,5,15
"772",9,1188,132,30
"773",9,1189,1,11
"774",9,1189,2,10
"775",9,1189,3,23
"776",9,1190,1,6248
"777",9,1190,2,14842
"778",9,1190,3,17872
"779",9,1190,4,100
"780",9,1190,5,1054
"781",9,1190,6,7
"782",9,1190,7,12
"783",9,1190,120,2390
"784",9,1190,132,179
"785",9,1193,1,360
"786",9,1193,2,39
"787",9,1193,3,10
"788",9,1193,4,36
"789",9,1193,120,2
"790",9,1193,132,51
"791",9,1197,2,1
"792",9,1202,1,37
"793",9,1202,2,1
"794",9,1202,3,22
"795",9,1202,4,22
"796",9,1202,7,2
"797",9,1202,120,2
"798",9,1202,132,3
"799",9,1203,1,310
"800",9,1203,2,91
"801",9,1203,4,446
"802",9,1203,120,633
"803",9,1203,132,18
"804",9,1207,1,5290
"805",9,1207,2,10
"806",9,1207,3,1427
"807",9,1207,4,219
"808",9,1207,5,3
"809",9,1207,7,4
"810",9,1207,120,1978
"811",9,1207,132,8
"812",9,1208,2,1
"813",9,1208,120,28
"814",9,1209,1,597
"815",9,1209,2,3
"816",9,1209,3,1056
"817",9,1209,7,1
"818",9,1209,120,2867
"819",9,1209,132,39
"820",9,1210,2,444
"821",9,1210,3,30
"822",9,1210,4,44
"823",9,1210,120,83
"824",9,1210,132,155
"825",9,1211,1,35
"826",9,1211,2,827
"827",9,1211,3,1003
"828",9,1211,7,1
"829",9,1211,120,1085
"830",9,1212,120,1
"831",9,1213,120,2
"832",9,1214,1,461
"833",9,1214,2,1017
"834",9,1214,3,63
"835",9,1214,7,5
"836",9,1214,120,55
"837",9,1214,132,7
"838",9,2705,1,2
"839",9,2705,3,27
"840",9,2705,120,12
"841",9,2705,132,4
"842",10,11,111,32
"843",10,384,132,2
"844",10,1182,1,5
"845",10,1182,2,6
"846",10,1182,3,13
"847",10,1182,4,30
"848",10,1182,5,25
"849",10,1185,1,290
"850",10,1185,2,15
"851",10,1185,3,1
"852",10,1185,4,5
"853",10,1185,120,29
"854",10,1188,1,54
"855",10,1188,2,80
"856",10,1188,3,78
"857",10,1188,4,68
"858",10,1188,5,141
"859",10,1189,1,3
"860",10,1189,2,4
"861",10,1189,3,1
"862",10,1190,1,6227
"863",10,1190,2,24696
"864",10,1190,3,15569
"865",10,1190,4,245
"866",10,1190,5,25183
"867",10,1190,6,37
"868",10,1190,7,670
"869",10,1190,120,1124
"870",10,1190,132,8
"871",10,1193,1,5
"872",10,1193,2,1
"873",10,1193,3,8
"874",10,1193,4,15
"875",10,1193,7,1
"876",10,1202,1,54
"877",10,1202,2,18
"878",10,1202,3,65
"879",10,1202,4,299
"880",10,1202,7,8
"881",10,1202,120,22
"882",10,1203,1,590
"883",10,1203,2,55
"884",10,1203,3,1
"885",10,1203,4,1349
"886",10,1203,6,1
"887",10,1203,7,17
"888",10,1203,120,38
"889",10,1203,132,1
"890",10,1205,3,3
"891",10,1205,4,4
"892",10,1205,5,22
"893",10,1205,6,3
"894",10,1207,1,2285
"895",10,1207,2,65
"896",10,1207,3,4955
"897",10,1207,4,2906
"898",10,1207,5,74
"899",10,1207,7,2
"900",10,1207,120,121
"901",10,1208,2,3
"902",10,1208,4,3
"903",10,1208,6,5
"904",10,1208,132,5
"905",10,1209,1,2613
"906",10,1209,2,16
"907",10,1209,3,9464
"908",10,1209,6,27
"909",10,1209,7,47
"910",10,1209,120,602
"911",10,1210,1,1
"912",10,1210,2,797
"913",10,1210,3,217
"914",10,1210,4,837
"915",10,1210,7,120
"916",10,1210,120,62
"917",10,1211,1,228
"918",10,1211,2,2487
"919",10,1211,3,4552
"920",10,1211,6,29
"921",10,1211,7,120
"922",10,1211,120,233
"923",10,1214,1,52
"924",10,1214,2,2509
"925",10,1214,3,1116
"926",10,1214,7,20
"927",10,1214,120,248
"928",10,2705,1,3
"929",10,2705,4,1
"930",10,2705,132,2
"931",11,11,111,13
"932",11,384,132,1
"933",11,1180,120,1
"934",11,1180,132,1
"935",11,1181,3,1
"936",11,1182,1,39
"937",11,1182,2,9
"938",11,1182,3,258
"939",11,1182,4,232
"940",11,1182,5,18
"941",11,1182,132,10
"942",11,1185,1,7513
"943",11,1185,2,40
"944",11,1185,3,21
"945",11,1185,4,5
"946",11,1185,7,2
"947",11,1185,120,189
"948",11,1185,132,3
"949",11,1188,1,773
"950",11,1188,2,835
"951",11,1188,3,725
"952",11,1188,4,364
"953",11,1188,5,2085
"954",11,1188,7,2
"955",11,1188,132,1
"956",11,1189,1,3
"957",11,1189,2,40
"958",11,1189,3,3
"959",11,1190,1,1388
"960",11,1190,2,12869
"961",11,1190,3,21430
"962",11,1190,4,519
"963",11,1190,5,9421
"964",11,1190,6,36
"965",11,1190,7,2
"966",11,1190,120,492
"967",11,1190,132,33
"968",11,1191,1,4
"969",11,1191,2,24
"970",11,1191,3,16
"971",11,1191,4,19
"972",11,1191,5,119
"973",11,1193,1,231
"974",11,1193,2,138
"975",11,1193,3,242
"976",11,1193,4,229
"977",11,1193,132,1
"978",11,1197,1,3
"979",11,1197,2,2
"980",11,1197,6,2
"981",11,1202,1,48
"982",11,1202,2,20
"983",11,1202,3,39
"984",11,1202,4,270
"985",11,1202,7,4
"986",11,1202,120,10
"987",11,1202,132,1
"988",11,1203,1,666
"989",11,1203,2,155
"990",11,1203,4,2254
"991",11,1203,7,2
"992",11,1203,120,35
"993",11,1203,132,1
"994",11,1207,1,14031
"995",11,1207,2,12
"996",11,1207,3,4583
"997",11,1207,4,1103
"998",11,1207,5,7
"999",11,1207,7,4
"1000",11,1207,120,343
"1001",11,1207,132,1
"1002",11,1208,120,1
"1003",11,1209,1,2683
"1004",11,1209,2,216
"1005",11,1209,3,11752
"1006",11,1209,7,32
"1007",11,1209,120,390
"1008",11,1209,132,4
"1009",11,1210,2,29
"1010",11,1210,3,53
"1011",11,1210,4,246
"1012",11,1210,7,2
"1013",11,1210,120,6
"1014",11,1211,1,10
"1015",11,1211,2,84
"1016",11,1211,3,730
"1017",11,1211,7,3
"1018",11,1211,120,15
"1019",11,1212,120,1
"1020",11,1213,120,2
"1021",11,1214,1,66
"1022",11,1214,2,2563
"1023",11,1214,3,598
"1024",11,1214,7,3
"1025",11,1214,120,58
"1026",11,1215,1,1
"1027",11,1215,2,135
"1028",11,1215,7,1
"1029",12,11,111,258
"1030",12,31,132,9
"1031",12,384,120,1
"1032",12,384,132,18
"1033",12,1180,120,1
"1034",12,1182,2,1
"1035",12,1182,3,5
"1036",12,1182,4,1
"1037",12,1185,1,1095
"1038",12,1185,2,43
"1039",12,1185,3,20
"1040",12,1185,4,3
"1041",12,1185,7,1
"1042",12,1185,120,67
"1043",12,1185,132,10
"1044",12,1190,1,2621
"1045",12,1190,2,21110
"1046",12,1190,3,15681
"1047",12,1190,4,1160
"1048",12,1190,5,29868
"1049",12,1190,6,4
"1050",12,1190,7,7
"1051",12,1190,120,4815
"1052",12,1190,132,2
"1053",12,1193,2,1
"1054",12,1193,3,20
"1055",12,1193,4,8
"1056",12,1202,1,217
"1057",12,1202,2,24
"1058",12,1202,3,54
"1059",12,1202,4,464
"1060",12,1202,6,1
"1061",12,1202,7,13
"1062",12,1202,120,200
"1063",12,1203,1,1155
"1064",12,1203,2,221
"1065",12,1203,3,8
"1066",12,1203,4,3616
"1067",12,1203,7,15
"1068",12,1203,120,976
"1069",12,1203,132,4
"1070",12,1207,1,3026
"1071",12,1207,2,27
"1072",12,1207,3,2411
"1073",12,1207,4,1007
"1074",12,1207,5,21
"1075",12,1207,7,2
"1076",12,1207,120,478
"1077",12,1208,2,4
"1078",12,1208,4,9
"1079",12,1208,6,121
"1080",12,1208,120,11
"1081",12,1208,132,13
"1082",12,1209,1,3554
"1083",12,1209,2,32
"1084",12,1209,3,6260
"1085",12,1209,7,65
"1086",12,1209,120,1220
"1087",12,1209,132,31
"1088",12,1210,1,3
"1089",12,1210,2,2754
"1090",12,1210,3,566
"1091",12,1210,4,1931
"1092",12,1210,6,2
"1093",12,1210,7,71
"1094",12,1210,120,751
"1095",12,1210,132,4
"1096",12,1211,1,102
"1097",12,1211,2,1130
"1098",12,1211,3,2411
"1099",12,1211,7,11
"1100",12,1211,120,805
"1101",12,1211,132,1
"1102",12,1212,120,1
"1103",12,1214,1,140
"1104",12,1214,2,2255
"1105",12,1214,3,1157
"1106",12,1214,7,2
"1107",12,1214,120,451
"1108",12,2705,1,1
"1109",12,2705,3,1
"1110",13,11,111,15
"1111",13,31,132,7
"1112",13,384,132,3
"1113",13,1180,120,11
"1114",13,1180,132,1
"1115",13,1185,1,148
"1116",13,1185,2,1
"1117",13,1185,3,1
"1118",13,1185,4,1
"1119",13,1185,7,1
"1120",13,1185,120,10
"1121",13,1188,1,481
"1122",13,1188,2,212
"1123",13,1188,3,229
"1124",13,1188,4,88
"1125",13,1188,5,323
