"","id_model_label","count2020","total_count2020","current_percent2020"
"1","10_10040_Developed",19,19,100
"2","10_10060_Developed",28,28,100
"3","10_10160_15_28_A",225,3090,7
"4","10_10160_15_28_B",147,3090,4
"5","10_10160_15_28_C",440,3090,14
"6","10_10160_15_28_D",1080,3090,34
"7","10_10160_15_28_Developed",11,3090,0
"8","10_10160_15_28_E",1184,3090,38
"9","10_10160_15_28_UE",3,3090,0
"10","10_10190_15_A",1,69,1
"11","10_10190_15_B",11,69,15
"12","10_10190_15_C",1,69,1
"13","10_10190_15_D",53,69,76
"14","10_10190_15_UN",3,69,4
"15","10_10230_14_15_24_25_A",1491,14184,10
"16","10_10230_14_15_24_25_B",3423,14184,24
"17","10_10230_14_15_24_25_C",229,14184,1
"18","10_10230_14_15_24_25_D",8922,14184,62
"19","10_10230_14_15_24_25_Developed",54,14184,0
"20","10_10230_14_15_24_25_UE",39,14184,0
"21","10_10230_14_15_24_25_UN",26,14184,0
"22","10_10240_14_15_24_A",2291,8486,26
"23","10_10240_14_15_24_B",959,8486,11
"24","10_10240_14_15_24_C",86,8486,1
"25","10_10240_14_15_24_D",4572,8486,53
"26","10_10240_14_15_24_Developed",314,8486,3
"27","10_10240_14_15_24_UE",233,8486,2
"28","10_10240_14_15_24_UN",31,8486,0
"29","10_10250_14_15_24_25_26_A",150,16811,0
"30","10_10250_14_15_24_25_26_Agriculture",2,16811,0
"31","10_10250_14_15_24_25_26_B",6046,16811,35
"32","10_10250_14_15_24_25_26_C",9709,16811,57
"33","10_10250_14_15_24_25_26_Developed",115,16811,0
"34","10_10250_14_15_24_25_26_UE",30,16811,0
"35","10_10250_14_15_24_25_26_UN",759,16811,4
"36","10_10510_15_16_17_22_23_24_25_A",555,2667,20
"37","10_10510_15_16_17_22_23_24_25_B",266,2667,9
"38","10_10510_15_16_17_22_23_24_25_C",157,2667,5
"39","10_10510_15_16_17_22_23_24_25_D",239,2667,8
"40","10_10510_15_16_17_22_23_24_25_Developed",13,2667,0
"41","10_10510_15_16_17_22_23_24_25_E",1435,2667,53
"42","10_10510_15_16_17_22_23_24_25_UE",2,2667,0
"43","10_10520_15_A",221,2687,8
"44","10_10520_15_B",2363,2687,87
"45","10_10520_15_C",75,2687,2
"46","10_10520_15_Developed",28,2687,1
"47","10_10540_15_25_A",50777,1003807,5
"48","10_10540_15_25_B",237450,1003807,23
"49","10_10540_15_25_C",81659,1003807,8
"50","10_10540_15_25_D",9797,1003807,0
"51","10_10540_15_25_Developed",51508,1003807,5
"52","10_10540_15_25_E",557333,1003807,55
"53","10_10540_15_25_UE",12849,1003807,1
"54","10_10540_15_25_UN",2434,1003807,0
"55","10_10610_15_25_A",132,1348,9
"56","10_10610_15_25_B",164,1348,12
"57","10_10610_15_25_C",843,1348,62
"58","10_10610_15_25_D",196,1348,14
"59","10_10610_15_25_Developed",2,1348,0
"60","10_10610_15_25_UE",11,1348,0
"61","10_10770_15_B",20,24,83
"62","10_10770_15_Developed",3,24,12
"63","10_10770_15_UN",1,24,4
"64","10_10804_6_12_15_16_17_18_23_24_25_D",1,5,20
"65","10_10804_6_12_15_16_17_18_23_24_25_Developed",3,5,60
"66","10_10804_6_12_15_16_17_18_23_24_25_UN",1,5,20
"67","10_10910_15_B",3,9,33
"68","10_10910_15_Developed",2,9,22
"69","10_10910_15_UN",4,9,44
"70","10_11000_15_B",2,2,100
"71","10_11040_15_A",1176,29536,3
"72","10_11040_15_Agriculture",53,29536,0
"73","10_11040_15_B",1041,29536,3
"74","10_11040_15_C",1003,29536,3
"75","10_11040_15_D",24463,29536,82
"76","10_11040_15_Developed",374,29536,1
"77","10_11040_15_UE",361,29536,1
"78","10_11040_15_UN",1065,29536,3
"79","10_11070_15_A",11253,36246,31
"80","10_11070_15_Agriculture",1,36246,0
"81","10_11070_15_B",2356,36246,6
"82","10_11070_15_C",262,36246,0
"83","10_11070_15_D",17879,36246,49
"84","10_11070_15_Developed",2574,36246,7
"85","10_11070_15_UE",1107,36246,3
"86","10_11070_15_UN",814,36246,2
"87","10_11090_15_25_A",161,1659,9
"88","10_11090_15_25_B",67,1659,4
"89","10_11090_15_25_C",1124,1659,67
"90","10_11090_15_25_Developed",163,1659,9
"91","10_11090_15_25_UE",144,1659,8
"92","10_11150_15_16_23_24_Agriculture",1,87,1
"93","10_11150_15_16_23_24_C",3,87,3
"94","10_11150_15_16_23_24_D",44,87,50
"95","10_11150_15_16_23_24_E",34,87,39
"96","10_11150_15_16_23_24_UE",3,87,3
"97","10_11150_15_16_23_24_UN",2,87,2
"98","10_11160_15_25_A",14,23,60
"99","10_11160_15_25_B",9,23,39
"100","10_11170_13_15_28_A",11383,57973,19
"101","10_11170_13_15_28_B",728,57973,1
"102","10_11170_13_15_28_C",13174,57973,22
"103","10_11170_13_15_28_D",19893,57973,34
"104","10_11170_13_15_28_Developed",8757,57973,15
"105","10_11170_13_15_28_E",2161,57973,3
"106","10_11170_13_15_28_UE",1877,57973,3
"107","10_11210_15_Agriculture",14,1147,1
"108","10_11210_15_B",217,1147,18
"109","10_11210_15_C",3,1147,0
"110","10_11210_15_D",369,1147,32
"111","10_11210_15_Developed",124,1147,10
"112","10_11210_15_UE",88,1147,7
"113","10_11210_15_UN",332,1147,28
"114","10_11270_15_A",11427,32071,35
"115","10_11270_15_Agriculture",3,32071,0
"116","10_11270_15_B",64,32071,0
"117","10_11270_15_C",15255,32071,47
"118","10_11270_15_Developed",3870,32071,12
"119","10_11270_15_UE",1430,32071,4
"120","10_11270_15_UN",22,32071,0
"121","10_11350_15_28_A",26,15968,0
"122","10_11350_15_28_B",8606,15968,53
"123","10_11350_15_28_C",1165,15968,7
"124","10_11350_15_28_D",4131,15968,25
"125","10_11350_15_28_Developed",1434,15968,8
"126","10_11350_15_28_UE",604,15968,3
"127","10_11350_15_28_UN",2,15968,0
"128","10_11460_15_16_23_24_25_28_A",1291,107398,1
"129","10_11460_15_16_23_24_25_28_B",55669,107398,51
"130","10_11460_15_16_23_24_25_28_C",42085,107398,39
"131","10_11460_15_16_23_24_25_28_Developed",5552,107398,5
"132","10_11460_15_16_23_24_25_28_UE",2605,107398,2
"133","10_11460_15_16_23_24_25_28_UN",196,107398,0
"134","10_11550_15_Developed",85,85,100
"135","10_11552_13_14_15_A",4,2344,0
"136","10_11552_13_14_15_Agriculture",15,2344,0
"137","10_11552_13_14_15_B",45,2344,1
"138","10_11552_13_14_15_C",2119,2344,90
"139","10_11552_13_14_15_Developed",136,2344,5
"140","10_11552_13_14_15_UE",25,2344,1
"141","10_11590_15_A",7923,124936,6
"142","10_11590_15_B",35476,124936,28
"143","10_11590_15_C",66198,124936,52
"144","10_11590_15_Developed",12386,124936,9
"145","10_11590_15_UE",2953,124936,2
"146","11_10160_15_28_A",3445,47846,7
"147","11_10160_15_28_B",3345,47846,6
"148","11_10160_15_28_C",12243,47846,25
"149","11_10160_15_28_D",20849,47846,43
"150","11_10160_15_28_Developed",22,47846,0
"151","11_10160_15_28_E",7885,47846,16
"152","11_10160_15_28_UE",57,47846,0
"153","11_10190_15_A",3,2074,0
"154","11_10190_15_B",196,2074,9
"155","11_10190_15_C",414,2074,19
"156","11_10190_15_D",1432,2074,69
"157","11_10190_15_UN",29,2074,1
"158","11_10230_14_15_24_25_A",11752,39358,29
"159","11_10230_14_15_24_25_B",14637,39358,37
"160","11_10230_14_15_24_25_C",1519,39358,3
"161","11_10230_14_15_24_25_D",11382,39358,28
"162","11_10230_14_15_24_25_Developed",37,39358,0
"163","11_10230_14_15_24_25_UE",27,39358,0
"164","11_10230_14_15_24_25_UN",4,39358,0
"165","11_10240_14_15_24_A",2180,10948,19
"166","11_10240_14_15_24_B",2741,10948,25
"167","11_10240_14_15_24_C",202,10948,1
"168","11_10240_14_15_24_D",5807,10948,53
"169","11_10240_14_15_24_UE",1,10948,0
"170","11_10240_14_15_24_UN",17,10948,0
"171","11_10250_14_15_24_25_26_A",87,72119,0
"172","11_10250_14_15_24_25_26_B",47684,72119,66
"173","11_10250_14_15_24_25_26_C",21782,72119,30
"174","11_10250_14_15_24_25_26_Developed",4,72119,0
"175","11_10250_14_15_24_25_26_UE",40,72119,0
"176","11_10250_14_15_24_25_26_UN",2522,72119,3
"177","11_10510_15_16_17_22_23_24_25_A",22,168,13
"178","11_10510_15_16_17_22_23_24_25_B",10,168,5
"179","11_10510_15_16_17_22_23_24_25_C",27,168,16
"180","11_10510_15_16_17_22_23_24_25_D",34,168,20
"181","11_10510_15_16_17_22_23_24_25_E",75,168,44
"182","11_10520_15_A",28,330,8
"183","11_10520_15_B",280,330,84
"184","11_10520_15_C",21,330,6
"185","11_10520_15_UE",1,330,0
"186","11_10540_15_25_A",2985,229796,1
"187","11_10540_15_25_B",70400,229796,30
"188","11_10540_15_25_C",44156,229796,19
"189","11_10540_15_25_D",6624,229796,2
"190","11_10540_15_25_E",105193,229796,45
"191","11_10540_15_25_UE",46,229796,0
"192","11_10540_15_25_UN",392,229796,0
"193","11_10610_15_25_A",23,284,8
"194","11_10610_15_25_B",18,284,6
"195","11_10610_15_25_C",132,284,46
"196","11_10610_15_25_D",111,284,39
"197","11_10640_15_16_17_23_24_27_28_A",7,5022,0
"198","11_10640_15_16_17_23_24_27_28_B",220,5022,4
"199","11_10640_15_16_17_23_24_27_28_C",4694,5022,93
"200","11_10640_15_16_17_23_24_27_28_UE",98,5022,1
"201","11_10640_15_16_17_23_24_27_28_UN",3,5022,0
"202","11_10770_15_A",2599,3957,65
"203","11_10770_15_B",916,3957,23
"204","11_10770_15_UE",442,3957,11
"205","11_10780_15_B",3,3,100
"206","11_10804_6_12_15_16_17_18_23_24_25_A",3,1326,0
"207","11_10804_6_12_15_16_17_18_23_24_25_Agriculture",11,1326,0
"208","11_10804_6_12_15_16_17_18_23_24_25_B",35,1326,2
"209","11_10804_6_12_15_16_17_18_23_24_25_C",302,1326,22
"210","11_10804_6_12_15_16_17_18_23_24_25_D",601,1326,45
"211","11_10804_6_12_15_16_17_18_23_24_25_Developed",5,1326,0
"212","11_10804_6_12_15_16_17_18_23_24_25_E",352,1326,26
"213","11_10804_6_12_15_16_17_18_23_24_25_UE",11,1326,0
"214","11_10804_6_12_15_16_17_18_23_24_25_UN",6,1326,0
"215","11_10810_15_16_23_24_28_B",48,214,22
"216","11_10810_15_16_23_24_28_C",86,214,40
"217","11_10810_15_16_23_24_28_Developed",5,214,2
"218","11_10810_15_16_23_24_28_UE",5,214,2
"219","11_10810_15_16_23_24_28_UN",70,214,32
"220","11_10820_12_15_16_17_23_24_A",258,2605,9
"221","11_10820_12_15_16_17_23_24_B",2292,2605,87
"222","11_10820_12_15_16_17_23_24_UE",52,2605,1
"223","11_10820_12_15_16_17_23_24_UN",3,2605,0
"224","11_10870_4_6_12_13_14_15_17_24_25_B",245,310,79
"225","11_10870_4_6_12_13_14_15_17_24_25_UE",3,310,0
"226","11_10870_4_6_12_13_14_15_17_24_25_UN",62,310,20
"227","11_10910_15_A",149,20692,0
"228","11_10910_15_Agriculture",18,20692,0
"229","11_10910_15_B",17383,20692,84
"230","11_10910_15_Developed",3,20692,0
"231","11_10910_15_UE",562,20692,2
"232","11_10910_15_UN",2577,20692,12
"233","11_10950_15_A",1,675,0
"234","11_10950_15_C",21,675,3
"235","11_10950_15_D",594,675,88
"236","11_10950_15_UE",59,675,8
"237","11_11000_15_A",23,773,2
"238","11_11000_15_B",750,773,97
"239","11_11040_15_A",15505,632622,2
"240","11_11040_15_Agriculture",33,632622,0
"241","11_11040_15_B",132057,632622,20
"242","11_11040_15_C",25263,632622,3
"243","11_11040_15_D",439421,632622,69
"244","11_11040_15_Developed",363,632622,0
"245","11_11040_15_UE",17252,632622,2
"246","11_11040_15_UN",2728,632622,0
"247","11_11070_15_A",755,14608,5
"248","11_11070_15_B",282,14608,1
"249","11_11070_15_C",190,14608,1
"250","11_11070_15_D",12474,14608,85
"251","11_11070_15_UE",22,14608,0
"252","11_11070_15_UN",885,14608,6
"253","11_11090_15_25_A",99,1532,6
"254","11_11090_15_25_B",352,1532,22
"255","11_11090_15_25_C",1064,1532,69
"256","11_11090_15_25_UE",17,1532,1
"257","11_11150_15_16_23_24_B",39,8097,0
"258","11_11150_15_16_23_24_C",5687,8097,70
"259","11_11150_15_16_23_24_D",2079,8097,25
"260","11_11150_15_16_23_24_Developed",42,8097,0
"261","11_11150_15_16_23_24_E",156,8097,1
"262","11_11150_15_16_23_24_UE",90,8097,1
"263","11_11150_15_16_23_24_UN",4,8097,0
"264","11_11160_15_25_A",1182,2239,52
"265","11_11160_15_25_B",1016,2239,45
"266","11_11160_15_25_C",41,2239,1
"267","11_11170_13_15_28_A",6325,23237,27
"268","11_11170_13_15_28_B",201,23237,0
"269","11_11170_13_15_28_C",8342,23237,35
"270","11_11170_13_15_28_D",8003,23237,34
"271","11_11170_13_15_28_E",362,23237,1
"272","11_11170_13_15_28_UE",4,23237,0
"273","11_11210_15_A",45,29390,0
"274","11_11210_15_Agriculture",16,29390,0
"275","11_11210_15_B",1122,29390,3
"276","11_11210_15_C",1574,29390,5
"277","11_11210_15_D",18229,29390,62
"278","11_11210_15_Developed",48,29390,0
"279","11_11210_15_UE",1118,29390,3
"280","11_11210_15_UN",7238,29390,24
"281","11_11270_15_A",1279,60437,2
"282","11_11270_15_Agriculture",20,60437,0
"283","11_11270_15_B",539,60437,0
"284","11_11270_15_C",56669,60437,93
"285","11_11270_15_Developed",735,60437,1
"286","11_11270_15_UE",1119,60437,1
"287","11_11270_15_UN",76,60437,0
"288","11_11350_15_28_A",7,18241,0
"289","11_11350_15_28_B",792,18241,4
"290","11_11350_15_28_C",4070,18241,22
"291","11_11350_15_28_D",12823,18241,70
"292","11_11350_15_28_Developed",140,18241,0
"293","11_11350_15_28_UE",404,18241,2
"294","11_11350_15_28_UN",5,18241,0
"295","11_11460_15_16_23_24_25_28_A",6,1277,0
"296","11_11460_15_16_23_24_25_28_B",397,1277,31
"297","11_11460_15_16_23_24_25_28_C",852,1277,66
"298","11_11460_15_16_23_24_25_28_UE",9,1277,0
"299","11_11460_15_16_23_24_25_28_UN",13,1277,1
"300","11_11550_15_A",1270,3222,39
"301","11_11550_15_B",1099,3222,34
"302","11_11550_15_C",88,3222,2
"303","11_11550_15_D",295,3222,9
"304","11_11550_15_Developed",6,3222,0
"305","11_11550_15_UE",464,3222,14
"306","11_11552_13_14_15_A",1605,31520,5
"307","11_11552_13_14_15_B",12935,31520,41
"308","11_11552_13_14_15_C",16779,31520,53
"309","11_11552_13_14_15_Developed",60,31520,0
"310","11_11552_13_14_15_UE",141,31520,0
"311","11_11590_15_A",758,38793,1
"312","11_11590_15_B",19528,38793,50
"313","11_11590_15_C",18417,38793,47
"314","11_11590_15_Developed",46,38793,0
"315","11_11590_15_UE",44,38793,0
"316","12_10010_Developed",13,13,100
"317","12_10160_15_28_A",392,4015,9
"318","12_10160_15_28_B",172,4015,4
"319","12_10160_15_28_C",2012,4015,50
"320","12_10160_15_28_D",1415,4015,35
"321","12_10160_15_28_E",24,4015,0
"322","12_10160_16_23_24_25_A",2876,12336,23
"323","12_10160_16_23_24_25_B",2,12336,0
"324","12_10160_16_23_24_25_C",8657,12336,70
"325","12_10160_16_23_24_25_D",675,12336,5
"326","12_10160_16_23_24_25_E",1,12336,0
"327","12_10160_16_23_24_25_UE",125,12336,1
"328","12_10230_14_15_24_25_A",11373,13909,81
"329","12_10230_14_15_24_25_B",2059,13909,14
"330","12_10230_14_15_24_25_C",265,13909,1
"331","12_10230_14_15_24_25_D",190,13909,1
"332","12_10230_14_15_24_25_UE",22,13909,0
"333","12_10240_14_15_24_A",5626,5752,97
"334","12_10240_14_15_24_B",74,5752,1
"335","12_10240_14_15_24_C",36,5752,0
"336","12_10240_14_15_24_D",15,5752,0
"337","12_10240_14_15_24_UE",1,5752,0
"338","12_10250_14_15_24_25_26_B",22,26,84
"339","12_10250_14_15_24_25_26_C",2,26,7
"340","12_10250_14_15_24_25_26_UN",2,26,7
"341","12_10510_15_16_17_22_23_24_25_A",12,35,34
"342","12_10510_15_16_17_22_23_24_25_B",4,35,11
"343","12_10510_15_16_17_22_23_24_25_C",13,35,37
"344","12_10510_15_16_17_22_23_24_25_D",2,35,5
"345","12_10510_15_16_17_22_23_24_25_E",4,35,11
"346","12_10520_15_A",1,1,100
"347","12_10540_15_25_A",5385,152117,3
"348","12_10540_15_25_Agriculture",4,152117,0
"349","12_10540_15_25_B",25711,152117,16
"350","12_10540_15_25_C",103616,152117,68
"351","12_10540_15_25_D",817,152117,0
"352","12_10540_15_25_Developed",380,152117,0
"353","12_10540_15_25_E",16193,152117,10
"354","12_10540_15_25_UE",10,152117,0
"355","12_10540_15_25_UN",1,152117,0
"356","12_10540_16_23_24_A",64,2865,2
"357","12_10540_16_23_24_B",5,2865,0
"358","12_10540_16_23_24_C",2780,2865,97
"359","12_10540_16_23_24_D",16,2865,0
"360","12_10610_15_25_A",12,40,30
"361","12_10610_15_25_B",2,40,5
"362","12_10610_15_25_C",4,40,10
"363","12_10610_15_25_D",22,40,55
"364","12_10640_15_16_17_23_24_27_28_A",14293,111560,12
"365","12_10640_15_16_17_23_24_27_28_Agriculture",6,111560,0
"366","12_10640_15_16_17_23_24_27_28_B",20846,111560,18
"367","12_10640_15_16_17_23_24_27_28_C",74371,111560,66
"368","12_10640_15_16_17_23_24_27_28_Developed",1166,111560,1
"369","12_10640_15_16_17_23_24_27_28_UE",878,111560,0
"370","12_10780_16_23_24_25_B",23,35,65
"371","12_10780_16_23_24_25_C",12,35,34
"372","12_10803_6_12_15_16_17_18_23_24_25_A",24,290,8
"373","12_10803_6_12_15_16_17_18_23_24_25_B",75,290,25
"374","12_10803_6_12_15_16_17_18_23_24_25_C",189,290,65
"375","12_10803_6_12_15_16_17_18_23_24_25_UE",1,290,0
"376","12_10803_6_12_15_16_17_18_23_24_25_UN",1,290,0
"377","12_10804_6_12_15_16_17_18_23_24_25_A",465,23724,1
"378","12_10804_6_12_15_16_17_18_23_24_25_B",484,23724,2
"379","12_10804_6_12_15_16_17_18_23_24_25_C",19163,23724,80
"380","12_10804_6_12_15_16_17_18_23_24_25_D",3339,23724,14
"381","12_10804_6_12_15_16_17_18_23_24_25_E",168,23724,0
"382","12_10804_6_12_15_16_17_18_23_24_25_UE",97,23724,0
"383","12_10804_6_12_15_16_17_18_23_24_25_UN",8,23724,0
"384","12_10810_15_16_23_24_28_A",22557,339248,6
"385","12_10810_15_16_23_24_28_Agriculture",125,339248,0
"386","12_10810_15_16_23_24_28_B",21457,339248,6
"387","12_10810_15_16_23_24_28_C",263748,339248,77
"388","12_10810_15_16_23_24_28_Developed",79,339248,0
"389","12_10810_15_16_23_24_28_UE",2616,339248,0
"390","12_10810_15_16_23_24_28_UN",28666,339248,8
"391","12_10820_12_15_16_17_23_24_A",90,91,98
"392","12_10820_12_15_16_17_23_24_B",1,91,1
"393","12_10930_13_15_16_23_24_28_A",800,6875,11
"394","12_10930_13_15_16_23_24_28_B",1158,6875,16
"395","12_10930_13_15_16_23_24_28_C",4682,6875,68
"396","12_10930_13_15_16_23_24_28_Developed",154,6875,2
"397","12_10930_13_15_16_23_24_28_UE",48,6875,0
"398","12_10930_13_15_16_23_24_28_UN",33,6875,0
"399","12_11000_15_B",15,15,100
"400","12_11020_13_15_16_23_24_A",352,6085,5
"401","12_11020_13_15_16_23_24_Agriculture",1,6085,0
"402","12_11020_13_15_16_23_24_B",5059,6085,83
"403","12_11020_13_15_16_23_24_C",669,6085,10
"404","12_11020_13_15_16_23_24_D",1,6085,0
"405","12_11020_13_15_16_23_24_UE",3,6085,0
"406","12_11040_15_A",991,25720,3
"407","12_11040_15_Agriculture",2,25720,0
"408","12_11040_15_B",6233,25720,24
"409","12_11040_15_C",7007,25720,27
"410","12_11040_15_D",11401,25720,44
"411","12_11040_15_Developed",1,25720,0
"412","12_11040_15_UE",85,25720,0
"413","12_11040_23_24_A",6383,11387,56
"414","12_11040_23_24_B",173,11387,1
"415","12_11040_23_24_E",4826,11387,42
"416","12_11040_23_24_UE",5,11387,0
"417","12_11070_15_A",7854,21509,36
"418","12_11070_15_B",1882,21509,8
"419","12_11070_15_D",11710,21509,54
"420","12_11070_15_Developed",36,21509,0
"421","12_11070_15_UE",24,21509,0
"422","12_11070_15_UN",3,21509,0
"423","12_11070_23_24_A",17,68,25
"424","12_11070_23_24_B",1,68,1
"425","12_11070_23_24_D",50,68,73
"426","12_11090_15_25_A",201,1330,15
"427","12_11090_15_25_B",602,1330,45
"428","12_11090_15_25_C",527,1330,39
"429","12_11150_15_16_23_24_B",333,6960,4
"430","12_11150_15_16_23_24_C",5948,6960,85
"431","12_11150_15_16_23_24_D",479,6960,6
"432","12_11150_15_16_23_24_Developed",38,6960,0
"433","12_11150_15_16_23_24_E",127,6960,1
"434","12_11150_15_16_23_24_UE",4,6960,0
"435","12_11150_15_16_23_24_UN",31,6960,0
"436","12_11170_13_15_28_A",46551,69132,67
"437","12_11170_13_15_28_Agriculture",5,69132,0
"438","12_11170_13_15_28_B",54,69132,0
"439","12_11170_13_15_28_C",20197,69132,29
"440","12_11170_13_15_28_D",2253,69132,3
"441","12_11170_13_15_28_E",70,69132,0
"442","12_11170_13_15_28_UE",2,69132,0
"443","12_11170_16_23_24_A",20212,21086,95
"444","12_11170_16_23_24_B",255,21086,1
"445","12_11170_16_23_24_C",600,21086,2
"446","12_11170_16_23_24_D",8,21086,0
"447","12_11170_16_23_24_E",8,21086,0
"448","12_11170_16_23_24_UE",3,21086,0
"449","12_11210_15_B",131,2413,5
"450","12_11210_15_C",9,2413,0
"451","12_11210_15_D",1558,2413,64
"452","12_11210_15_UN",715,2413,29
"453","12_11210_24_A",2,269,0
"454","12_11210_24_Agriculture",1,269,0
"455","12_11210_24_C",25,269,9
"456","12_11210_24_D",169,269,62
"457","12_11210_24_Developed",58,269,21
"458","12_11210_24_UE",13,269,4
"459","12_11210_24_UN",1,269,0
"460","12_11270_15_A",8094,122600,6
"461","12_11270_15_Agriculture",9,122600,0
"462","12_11270_15_B",565,122600,0
"463","12_11270_15_C",113564,122600,92
"464","12_11270_15_UE",360,122600,0
"465","12_11270_15_UN",8,122600,0
"466","12_11270_16_23_24_25_A",21839,192690,11
"467","12_11270_16_23_24_25_B",5033,192690,2
"468","12_11270_16_23_24_25_C",165625,192690,85
"469","12_11270_16_23_24_25_Developed",11,192690,0
"470","12_11270_16_23_24_25_UE",182,192690,0
"471","12_11350_15_28_A",5,20964,0
"472","12_11350_15_28_Agriculture",1,20964,0
"473","12_11350_15_28_B",1008,20964,4
"474","12_11350_15_28_C",9882,20964,47
"475","12_11350_15_28_D",9962,20964,47
"476","12_11350_15_28_Developed",3,20964,0
"477","12_11350_15_28_UE",102,20964,0
"478","12_11350_15_28_UN",1,20964,0
"479","12_11350_16_23_24_A",21241,106641,19
"480","12_11350_16_23_24_Agriculture",2,106641,0
"481","12_11350_16_23_24_B",5689,106641,5
"482","12_11350_16_23_24_C",71590,106641,67
"483","12_11350_16_23_24_D",6664,106641,6
"484","12_11350_16_23_24_Developed",1047,106641,0
"485","12_11350_16_23_24_UE",408,106641,0
"486","12_11460_15_16_23_24_25_28_A",61,13770,0
"487","12_11460_15_16_23_24_25_28_B",518,13770,3
"488","12_11460_15_16_23_24_25_28_C",13090,13770,95
"489","12_11460_15_16_23_24_25_28_Developed",43,13770,0
"490","12_11460_15_16_23_24_25_28_UE",52,13770,0
"491","12_11460_15_16_23_24_25_28_UN",6,13770,0
"492","12_11530_16_23_24_25_27_A",4,8,50
"493","12_11530_16_23_24_25_27_B",3,8,37
"494","12_11530_16_23_24_25_27_UE",1,8,12
"495","12_11552_13_14_15_A",19,129,14
"496","12_11552_13_14_15_B",75,129,58
"497","12_11552_13_14_15_C",35,129,27
"498","12_11590_15_A",6494,27126,23
"499","12_11590_15_B",18500,27126,68
"500","12_11590_15_C",2030,27126,7
"501","12_11590_15_Developed",28,27126,0
"502","12_11590_15_UE",74,27126,0
"503","12_11590_16_23_24_26_A",387,9777,3
"504","12_11590_16_23_24_26_Agriculture",247,9777,2
"505","12_11590_16_23_24_26_B",8519,9777,87
"506","12_11590_16_23_24_26_Developed",71,9777,0
"507","12_11590_16_23_24_26_UE",553,9777,5
"508","13_10160_15_28_A",333,10817,3
"509","13_10160_15_28_B",262,10817,2
"510","13_10160_15_28_C",4388,10817,40
"511","13_10160_15_28_D",4343,10817,40
"512","13_10160_15_28_Developed",3,10817,0
"513","13_10160_15_28_E",1487,10817,13
"514","13_10160_15_28_UE",1,10817,0
"515","13_10190_15_D",15,29,51
"516","13_10190_15_UN",14,29,48
"517","13_10230_14_15_24_25_A",14247,35705,39
"518","13_10230_14_15_24_25_B",14093,35705,39
"519","13_10230_14_15_24_25_C",408,35705,1
"520","13_10230_14_15_24_25_D",5883,35705,16
"521","13_10230_14_15_24_25_Developed",1000,35705,2
"522","13_10230_14_15_24_25_UE",70,35705,0
"523","13_10230_14_15_24_25_UN",4,35705,0
"524","13_10240_14_15_24_A",3987,8481,47
"525","13_10240_14_15_24_B",1351,8481,15
"526","13_10240_14_15_24_C",65,8481,0
"527","13_10240_14_15_24_D",2865,8481,33
"528","13_10240_14_15_24_Developed",178,8481,2
"529","13_10240_14_15_24_UE",26,8481,0
"530","13_10240_14_15_24_UN",9,8481,0
"531","13_10250_14_15_24_25_26_A",27,11528,0
"532","13_10250_14_15_24_25_26_B",5143,11528,44
"533","13_10250_14_15_24_25_26_C",5903,11528,51
"534","13_10250_14_15_24_25_26_Developed",166,11528,1
"535","13_10250_14_15_24_25_26_UE",37,11528,0
"536","13_10250_14_15_24_25_26_UN",252,11528,2
"537","13_10510_15_16_17_22_23_24_25_A",64,3236,1
"538","13_10510_15_16_17_22_23_24_25_B",266,3236,8
"539","13_10510_15_16_17_22_23_24_25_C",78,3236,2
"540","13_10510_15_16_17_22_23_24_25_D",151,3236,4
"541","13_10510_15_16_17_22_23_24_25_E",2674,3236,82
"542","13_10510_15_16_17_22_23_24_25_UE",3,3236,0
"543","13_10520_15_A",44,1737,2
"544","13_10520_15_B",1662,1737,95
"545","13_10520_15_C",31,1737,1
"546","13_10540_15_25_A",51307,862413,5
"547","13_10540_15_25_B",178823,862413,20
"548","13_10540_15_25_C",101926,862413,11
"549","13_10540_15_25_D",12439,862413,1
"550","13_10540_15_25_Developed",8488,862413,0
"551","13_10540_15_25_E",506359,862413,58
"552","13_10540_15_25_UE",1591,862413,0
"553","13_10540_15_25_UN",1480,862413,0
"554","13_10610_15_25_A",93,3314,2
"555","13_10610_15_25_B",247,3314,7
"556","13_10610_15_25_C",2631,3314,79
"557","13_10610_15_25_D",330,3314,9
"558","13_10610_15_25_Developed",3,3314,0
"559","13_10610_15_25_UE",10,3314,0
"560","13_10804_6_12_15_16_17_18_23_24_25_C",1,1,100
"561","13_10810_15_16_23_24_28_UE",2,4,50
"562","13_10810_15_16_23_24_28_UN",2,4,50
"563","13_10820_12_15_16_17_23_24_Developed",1,1,100
"564","13_10910_15_B",224,304,73
"565","13_10910_15_Developed",46,304,15
"566","13_10910_15_UN",34,304,11
"567","13_11000_15_B",6,6,100
"568","13_11040_15_A",1327,52278,2
"569","13_11040_15_Agriculture",3,52278,0
"570","13_11040_15_B",2966,52278,5
"571","13_11040_15_C",2711,52278,5
"572","13_11040_15_D",42933,52278,82
"573","13_11040_15_Developed",1201,52278,2
"574","13_11040_15_UE",259,52278,0
"575","13_11040_15_UN",878,52278,1
"576","13_11070_15_A",2484,19221,12
"577","13_11070_15_B",1634,19221,8
"578","13_11070_15_C",60,19221,0
"579","13_11070_15_D",14115,19221,73
"580","13_11070_15_Developed",644,19221,3
"581","13_11070_15_UE",60,19221,0
"582","13_11070_15_UN",224,19221,1
