"","id_model_label","count2020","total_count2020","current_percent2020"
"1","10_10160_15_28_A",5,79,6
"2","10_10160_15_28_B",6,79,7
"3","10_10160_15_28_C",13,79,16
"4","10_10160_15_28_D",30,79,37
"5","10_10160_15_28_E",25,79,31
"6","10_10240_14_15_24_A",290,340,85
"7","10_10240_14_15_24_B",15,340,4
"8","10_10240_14_15_24_C",1,340,0
"9","10_10240_14_15_24_D",5,340,1
"10","10_10240_14_15_24_Developed",29,340,8
"11","10_10510_15_16_17_22_23_24_25_A",54,421,12
"12","10_10510_15_16_17_22_23_24_25_B",80,421,19
"13","10_10510_15_16_17_22_23_24_25_C",78,421,18
"14","10_10510_15_16_17_22_23_24_25_D",68,421,16
"15","10_10510_15_16_17_22_23_24_25_E",141,421,33
"16","10_10520_15_A",3,8,37
"17","10_10520_15_B",4,8,50
"18","10_10520_15_C",1,8,12
"19","10_10540_15_25_A",6227,73751,8
"20","10_10540_15_25_B",24696,73751,33
"21","10_10540_15_25_C",15569,73751,21
"22","10_10540_15_25_D",245,73751,0
"23","10_10540_15_25_Developed",1124,73751,1
"24","10_10540_15_25_E",25183,73751,34
"25","10_10540_15_25_UE",670,73751,0
"26","10_10540_15_25_UN",37,73751,0
"27","10_10610_15_25_A",5,30,16
"28","10_10610_15_25_B",1,30,3
"29","10_10610_15_25_C",8,30,26
"30","10_10610_15_25_D",15,30,50
"31","10_10610_15_25_UE",1,30,3
"32","10_10804_6_12_15_16_17_18_23_24_25_A",3,4,75
"33","10_10804_6_12_15_16_17_18_23_24_25_D",1,4,25
"34","10_11040_15_A",54,466,11
"35","10_11040_15_B",18,466,3
"36","10_11040_15_C",65,466,13
"37","10_11040_15_D",299,466,64
"38","10_11040_15_Developed",22,466,4
"39","10_11040_15_UE",8,466,1
"40","10_11070_15_A",590,2051,28
"41","10_11070_15_B",55,2051,2
"42","10_11070_15_C",1,2051,0
"43","10_11070_15_D",1349,2051,65
"44","10_11070_15_Developed",38,2051,1
"45","10_11070_15_UE",17,2051,0
"46","10_11070_15_UN",1,2051,0
"47","10_11150_15_16_23_24_C",3,32,9
"48","10_11150_15_16_23_24_D",4,32,12
"49","10_11150_15_16_23_24_E",22,32,68
"50","10_11150_15_16_23_24_UN",3,32,9
"51","10_11170_13_15_28_A",2285,10408,21
"52","10_11170_13_15_28_B",65,10408,0
"53","10_11170_13_15_28_C",4955,10408,47
"54","10_11170_13_15_28_D",2906,10408,27
"55","10_11170_13_15_28_Developed",121,10408,1
"56","10_11170_13_15_28_E",74,10408,0
"57","10_11170_13_15_28_UE",2,10408,0
"58","10_11210_15_B",3,11,27
"59","10_11210_15_D",3,11,27
"60","10_11210_15_UN",5,11,45
"61","10_11270_15_A",2613,12769,20
"62","10_11270_15_B",16,12769,0
"63","10_11270_15_C",9464,12769,74
"64","10_11270_15_Developed",602,12769,4
"65","10_11270_15_UE",47,12769,0
"66","10_11270_15_UN",27,12769,0
"67","10_11350_15_28_A",1,2034,0
"68","10_11350_15_28_B",797,2034,39
"69","10_11350_15_28_C",217,2034,10
"70","10_11350_15_28_D",837,2034,41
"71","10_11350_15_28_Developed",62,2034,3
"72","10_11350_15_28_UE",120,2034,5
"73","10_11460_15_16_23_24_25_28_A",228,7649,2
"74","10_11460_15_16_23_24_25_28_B",2487,7649,32
"75","10_11460_15_16_23_24_25_28_C",4552,7649,59
"76","10_11460_15_16_23_24_25_28_Developed",233,7649,3
"77","10_11460_15_16_23_24_25_28_UE",120,7649,1
"78","10_11460_15_16_23_24_25_28_UN",29,7649,0
"79","10_11590_15_A",52,3945,1
"80","10_11590_15_B",2509,3945,63
"81","10_11590_15_C",1116,3945,28
"82","10_11590_15_Developed",248,3945,6
"83","10_11590_15_UE",20,3945,0
"84","11_10040_Developed",1,1,100
"85","11_10110_15_C",1,1,100
"86","11_10160_15_28_A",39,556,7
"87","11_10160_15_28_B",9,556,1
"88","11_10160_15_28_C",258,556,46
"89","11_10160_15_28_D",232,556,41
"90","11_10160_15_28_E",18,556,3
"91","11_10240_14_15_24_A",7513,7770,96
"92","11_10240_14_15_24_B",40,7770,0
"93","11_10240_14_15_24_C",21,7770,0
"94","11_10240_14_15_24_D",5,7770,0
"95","11_10240_14_15_24_Developed",189,7770,2
"96","11_10240_14_15_24_UE",2,7770,0
"97","11_10510_15_16_17_22_23_24_25_A",773,4784,16
"98","11_10510_15_16_17_22_23_24_25_B",835,4784,17
"99","11_10510_15_16_17_22_23_24_25_C",725,4784,15
"100","11_10510_15_16_17_22_23_24_25_D",364,4784,7
"101","11_10510_15_16_17_22_23_24_25_E",2085,4784,43
"102","11_10510_15_16_17_22_23_24_25_UE",2,4784,0
"103","11_10520_15_A",3,46,6
"104","11_10520_15_B",40,46,86
"105","11_10520_15_C",3,46,6
"106","11_10540_15_25_A",1388,46157,3
"107","11_10540_15_25_B",12869,46157,27
"108","11_10540_15_25_C",21430,46157,46
"109","11_10540_15_25_D",519,46157,1
"110","11_10540_15_25_Developed",492,46157,1
"111","11_10540_15_25_E",9421,46157,20
"112","11_10540_15_25_UE",2,46157,0
"113","11_10540_15_25_UN",36,46157,0
"114","11_10550_15_28_A",4,182,2
"115","11_10550_15_28_B",24,182,13
"116","11_10550_15_28_C",16,182,8
"117","11_10550_15_28_D",19,182,10
"118","11_10550_15_28_E",119,182,65
"119","11_10610_15_25_A",231,840,27
"120","11_10610_15_25_B",138,840,16
"121","11_10610_15_25_C",242,840,28
"122","11_10610_15_25_D",229,840,27
"123","11_10820_12_15_16_17_23_24_A",3,7,42
"124","11_10820_12_15_16_17_23_24_B",2,7,28
"125","11_10820_12_15_16_17_23_24_UN",2,7,28
"126","11_11040_15_A",48,391,12
"127","11_11040_15_B",20,391,5
"128","11_11040_15_C",39,391,9
"129","11_11040_15_D",270,391,69
"130","11_11040_15_Developed",10,391,2
"131","11_11040_15_UE",4,391,1
"132","11_11070_15_A",666,3112,21
"133","11_11070_15_B",155,3112,4
"134","11_11070_15_D",2254,3112,72
"135","11_11070_15_Developed",35,3112,1
"136","11_11070_15_UE",2,3112,0
"137","11_11170_13_15_28_A",14031,20083,69
"138","11_11170_13_15_28_B",12,20083,0
"139","11_11170_13_15_28_C",4583,20083,22
"140","11_11170_13_15_28_D",1103,20083,5
"141","11_11170_13_15_28_Developed",343,20083,1
"142","11_11170_13_15_28_E",7,20083,0
"143","11_11170_13_15_28_UE",4,20083,0
"144","11_11210_15_Developed",1,1,100
"145","11_11270_15_A",2683,15073,17
"146","11_11270_15_B",216,15073,1
"147","11_11270_15_C",11752,15073,77
"148","11_11270_15_Developed",390,15073,2
"149","11_11270_15_UE",32,15073,0
"150","11_11350_15_28_B",29,336,8
"151","11_11350_15_28_C",53,336,15
"152","11_11350_15_28_D",246,336,73
"153","11_11350_15_28_Developed",6,336,1
"154","11_11350_15_28_UE",2,336,0
"155","11_11460_15_16_23_24_25_28_A",10,842,1
"156","11_11460_15_16_23_24_25_28_B",84,842,9
"157","11_11460_15_16_23_24_25_28_C",730,842,86
"158","11_11460_15_16_23_24_25_28_Developed",15,842,1
"159","11_11460_15_16_23_24_25_28_UE",3,842,0
"160","11_11550_15_Developed",1,1,100
"161","11_11552_13_14_15_Developed",2,2,100
"162","11_11590_15_A",66,3288,2
"163","11_11590_15_B",2563,3288,77
"164","11_11590_15_C",598,3288,18
"165","11_11590_15_Developed",58,3288,1
"166","11_11590_15_UE",3,3288,0
"167","11_11600_15_28_A",1,137,0
"168","11_11600_15_28_B",135,137,98
"169","11_11600_15_28_UE",1,137,0
"170","12_10040_Developed",1,1,100
"171","12_10060_Developed",1,1,100
"172","12_10160_15_28_B",1,7,14
"173","12_10160_15_28_C",5,7,71
"174","12_10160_15_28_D",1,7,14
"175","12_10240_14_15_24_A",1095,1229,89
"176","12_10240_14_15_24_B",43,1229,3
"177","12_10240_14_15_24_C",20,1229,1
"178","12_10240_14_15_24_D",3,1229,0
"179","12_10240_14_15_24_Developed",67,1229,5
"180","12_10240_14_15_24_UE",1,1229,0
"181","12_10540_15_25_A",2621,75266,3
"182","12_10540_15_25_B",21110,75266,28
"183","12_10540_15_25_C",15681,75266,20
"184","12_10540_15_25_D",1160,75266,1
"185","12_10540_15_25_Developed",4815,75266,6
"186","12_10540_15_25_E",29868,75266,39
"187","12_10540_15_25_UE",7,75266,0
"188","12_10540_15_25_UN",4,75266,0
"189","12_10610_15_25_B",1,29,3
"190","12_10610_15_25_C",20,29,68
"191","12_10610_15_25_D",8,29,27
"192","12_10804_6_12_15_16_17_18_23_24_25_A",1,2,50
"193","12_10804_6_12_15_16_17_18_23_24_25_C",1,2,50
"194","12_11040_15_A",217,973,22
"195","12_11040_15_B",24,973,2
"196","12_11040_15_C",54,973,5
"197","12_11040_15_D",464,973,47
"198","12_11040_15_Developed",200,973,20
"199","12_11040_15_UE",13,973,1
"200","12_11040_15_UN",1,973,0
"201","12_11070_15_A",1155,5991,19
"202","12_11070_15_B",221,5991,3
"203","12_11070_15_C",8,5991,0
"204","12_11070_15_D",3616,5991,60
"205","12_11070_15_Developed",976,5991,16
"206","12_11070_15_UE",15,5991,0
"207","12_11170_13_15_28_A",3026,6972,43
"208","12_11170_13_15_28_B",27,6972,0
"209","12_11170_13_15_28_C",2411,6972,34
"210","12_11170_13_15_28_D",1007,6972,14
"211","12_11170_13_15_28_Developed",478,6972,6
"212","12_11170_13_15_28_E",21,6972,0
"213","12_11170_13_15_28_UE",2,6972,0
"214","12_11210_15_B",4,145,2
"215","12_11210_15_D",9,145,6
"216","12_11210_15_Developed",11,145,7
"217","12_11210_15_UN",121,145,83
"218","12_11270_15_A",3554,11131,31
"219","12_11270_15_B",32,11131,0
"220","12_11270_15_C",6260,11131,56
"221","12_11270_15_Developed",1220,11131,10
"222","12_11270_15_UE",65,11131,0
"223","12_11350_15_28_A",3,6078,0
"224","12_11350_15_28_B",2754,6078,45
"225","12_11350_15_28_C",566,6078,9
"226","12_11350_15_28_D",1931,6078,31
"227","12_11350_15_28_Developed",751,6078,12
"228","12_11350_15_28_UE",71,6078,1
"229","12_11350_15_28_UN",2,6078,0
"230","12_11460_15_16_23_24_25_28_A",102,4459,2
"231","12_11460_15_16_23_24_25_28_B",1130,4459,25
"232","12_11460_15_16_23_24_25_28_C",2411,4459,54
"233","12_11460_15_16_23_24_25_28_Developed",805,4459,18
"234","12_11460_15_16_23_24_25_28_UE",11,4459,0
"235","12_11550_15_Developed",1,1,100
"236","12_11590_15_A",140,4005,3
"237","12_11590_15_B",2255,4005,56
"238","12_11590_15_C",1157,4005,28
"239","12_11590_15_Developed",451,4005,11
"240","12_11590_15_UE",2,4005,0
"241","13_10040_Developed",11,11,100
"242","13_10240_14_15_24_A",148,162,91
"243","13_10240_14_15_24_B",1,162,0
"244","13_10240_14_15_24_C",1,162,0
"245","13_10240_14_15_24_D",1,162,0
"246","13_10240_14_15_24_Developed",10,162,6
"247","13_10240_14_15_24_UE",1,162,0
"248","13_10510_15_16_17_22_23_24_25_A",481,1335,36
"249","13_10510_15_16_17_22_23_24_25_B",212,1335,15
"250","13_10510_15_16_17_22_23_24_25_C",229,1335,17
"251","13_10510_15_16_17_22_23_24_25_D",88,1335,6
"252","13_10510_15_16_17_22_23_24_25_E",323,1335,24
"253","13_10510_15_16_17_22_23_24_25_UE",2,1335,0
"254","13_10520_15_B",6,6,100
"255","13_10540_15_25_A",7522,73691,10
"256","13_10540_15_25_B",29225,73691,39
"257","13_10540_15_25_C",7853,73691,10
"258","13_10540_15_25_D",490,73691,0
"259","13_10540_15_25_Developed",6115,73691,8
"260","13_10540_15_25_E",22427,73691,30
"261","13_10540_15_25_UE",44,73691,0
"262","13_10540_15_25_UN",15,73691,0
"263","13_10610_15_25_A",20,151,13
"264","13_10610_15_25_B",40,151,26
"265","13_10610_15_25_C",28,151,18
"266","13_10610_15_25_D",63,151,41
"267","13_11040_15_A",79,386,20
"268","13_11040_15_B",25,386,6
"269","13_11040_15_C",37,386,9
"270","13_11040_15_D",178,386,46
"271","13_11040_15_Developed",51,386,13
"272","13_11040_15_UE",16,386,4
"273","13_11070_15_A",848,3035,27
"274","13_11070_15_B",252,3035,8
"275","13_11070_15_C",4,3035,0
"276","13_11070_15_D",1310,3035,43
"277","13_11070_15_Developed",574,3035,18
"278","13_11070_15_UE",47,3035,1
"279","13_11170_13_15_28_A",333,750,44
"280","13_11170_13_15_28_B",2,750,0
"281","13_11170_13_15_28_C",189,750,25
"282","13_11170_13_15_28_D",138,750,18
"283","13_11170_13_15_28_Developed",71,750,9
"284","13_11170_13_15_28_E",14,750,1
"285","13_11170_13_15_28_UE",3,750,0
"286","13_11210_15_B",48,210,22
"287","13_11210_15_D",43,210,20
"288","13_11210_15_Developed",12,210,5
"289","13_11210_15_UE",1,210,0
"290","13_11210_15_UN",106,210,50
"291","13_11270_15_A",1680,3994,42
"292","13_11270_15_B",16,3994,0
"293","13_11270_15_C",1853,3994,46
"294","13_11270_15_Developed",364,3994,9
"295","13_11270_15_UE",81,3994,2
"296","13_11350_15_28_A",1,2272,0
"297","13_11350_15_28_B",970,2272,42
"298","13_11350_15_28_C",332,2272,14
"299","13_11350_15_28_D",613,2272,26
"300","13_11350_15_28_Developed",282,2272,12
"301","13_11350_15_28_UE",74,2272,3
"302","13_11460_15_16_23_24_25_28_A",59,4987,1
"303","13_11460_15_16_23_24_25_28_B",1681,4987,33
"304","13_11460_15_16_23_24_25_28_C",2172,4987,43
"305","13_11460_15_16_23_24_25_28_Developed",1017,4987,20
"306","13_11460_15_16_23_24_25_28_UE",58,4987,1
"307","13_11590_15_A",773,6169,12
"308","13_11590_15_B",3050,6169,49
"309","13_11590_15_C",1876,6169,30
"310","13_11590_15_Developed",434,6169,7
"311","13_11590_15_UE",36,6169,0
"312","14_10040_Developed",28,28,100
"313","14_10110_15_A",1,18,5
"314","14_10110_15_B",1,18,5
"315","14_10110_15_C",16,18,88
"316","14_10160_15_28_B",2,100,2
"317","14_10160_15_28_C",12,100,12
"318","14_10160_15_28_D",48,100,48
"319","14_10160_15_28_Developed",5,100,5
"320","14_10160_15_28_E",33,100,33
"321","14_10230_14_15_24_25_A",2,65,3
"322","14_10230_14_15_24_25_Developed",63,65,96
"323","14_10240_14_15_24_A",715,996,71
"324","14_10240_14_15_24_B",20,996,2
"325","14_10240_14_15_24_C",8,996,0
"326","14_10240_14_15_24_D",17,996,1
"327","14_10240_14_15_24_Developed",232,996,23
"328","14_10240_14_15_24_UE",4,996,0
"329","14_10510_15_16_17_22_23_24_25_A",515,3361,15
"330","14_10510_15_16_17_22_23_24_25_B",482,3361,14
"331","14_10510_15_16_17_22_23_24_25_C",140,3361,4
"332","14_10510_15_16_17_22_23_24_25_D",292,3361,8
"333","14_10510_15_16_17_22_23_24_25_Developed",1,3361,0
"334","14_10510_15_16_17_22_23_24_25_E",1929,3361,57
"335","14_10510_15_16_17_22_23_24_25_UE",2,3361,0
"336","14_10520_15_A",53,721,7
"337","14_10520_15_B",649,721,90
"338","14_10520_15_C",19,721,2
"339","14_10540_15_25_A",2142,68507,3
"340","14_10540_15_25_B",24020,68507,35
"341","14_10540_15_25_C",13162,68507,19
"342","14_10540_15_25_D",1357,68507,1
"343","14_10540_15_25_Developed",5242,68507,7
"344","14_10540_15_25_E",22516,68507,32
"345","14_10540_15_25_UE",25,68507,0
"346","14_10540_15_25_UN",43,68507,0
"347","14_10550_15_28_A",1,9,11
"348","14_10550_15_28_D",2,9,22
"349","14_10550_15_28_E",6,9,66
"350","14_10610_15_25_A",120,459,26
"351","14_10610_15_25_B",42,459,9
"352","14_10610_15_25_C",195,459,42
"353","14_10610_15_25_D",70,459,15
"354","14_10610_15_25_Developed",32,459,6
"355","14_10804_6_12_15_16_17_18_23_24_25_A",1,21,4
"356","14_10804_6_12_15_16_17_18_23_24_25_C",4,21,19
"357","14_10804_6_12_15_16_17_18_23_24_25_D",4,21,19
"358","14_10804_6_12_15_16_17_18_23_24_25_Developed",12,21,57
"359","14_11040_15_A",61,293,20
"360","14_11040_15_B",10,293,3
"361","14_11040_15_C",28,293,9
"362","14_11040_15_D",89,293,30
"363","14_11040_15_Developed",97,293,33
"364","14_11040_15_UE",8,293,2
"365","14_11070_15_A",241,1665,14
"366","14_11070_15_B",86,1665,5
"367","14_11070_15_C",24,1665,1
"368","14_11070_15_D",718,1665,43
"369","14_11070_15_Developed",585,1665,35
"370","14_11070_15_UE",5,1665,0
"371","14_11070_15_UN",6,1665,0
"372","14_11150_15_16_23_24_E",20,23,86
"373","14_11150_15_16_23_24_UN",3,23,13
"374","14_11170_13_15_28_A",3616,14183,25
"375","14_11170_13_15_28_Agriculture",1,14183,0
"376","14_11170_13_15_28_B",97,14183,0
"377","14_11170_13_15_28_C",5792,14183,40
"378","14_11170_13_15_28_D",2778,14183,19
"379","14_11170_13_15_28_Developed",1530,14183,10
"380","14_11170_13_15_28_E",350,14183,2
"381","14_11170_13_15_28_UE",19,14183,0
"382","14_11210_15_C",1,3,33
"383","14_11210_15_D",1,3,33
"384","14_11210_15_Developed",1,3,33
"385","14_11270_15_A",990,7499,13
"386","14_11270_15_Agriculture",2,7499,0
"387","14_11270_15_B",12,7499,0
"388","14_11270_15_C",2991,7499,39
"389","14_11270_15_Developed",3424,7499,45
"390","14_11270_15_UE",38,7499,0
"391","14_11270_15_UN",42,7499,0
"392","14_11350_15_28_Agriculture",1,1421,0
"393","14_11350_15_28_B",411,1421,28
"394","14_11350_15_28_C",129,1421,9
"395","14_11350_15_28_D",222,1421,15
"396","14_11350_15_28_Developed",637,1421,44
"397","14_11350_15_28_UE",21,1421,1
"398","14_11460_15_16_23_24_25_28_A",67,1122,5
"399","14_11460_15_16_23_24_25_28_B",154,1122,13
"400","14_11460_15_16_23_24_25_28_C",548,1122,48
"401","14_11460_15_16_23_24_25_28_Developed",347,1122,30
"402","14_11460_15_16_23_24_25_28_UE",1,1122,0
"403","14_11460_15_16_23_24_25_28_UN",5,1122,0
"404","14_11550_15_Developed",16,16,100
"405","14_11552_13_14_15_Developed",25,25,100
"406","14_11590_15_A",168,3826,4
"407","14_11590_15_B",1837,3826,48
"408","14_11590_15_C",1264,3826,33
"409","14_11590_15_Developed",549,3826,14
"410","14_11590_15_UE",8,3826,0
"411","14_11600_15_28_A",5,21,23
"412","14_11600_15_28_B",16,21,76
"413","15_10110_15_A",22,62,35
"414","15_10110_15_B",11,62,17
"415","15_10110_15_C",29,62,46
"416","15_10160_15_28_C",9,38,23
"417","15_10160_15_28_D",20,38,52
"418","15_10160_15_28_E",9,38,23
"419","15_10230_14_15_24_25_A",3,12,25
"420","15_10230_14_15_24_25_B",7,12,58
"421","15_10230_14_15_24_25_D",2,12,16
"422","15_10240_14_15_24_A",251,364,68
"423","15_10240_14_15_24_B",39,364,10
"424","15_10240_14_15_24_C",2,364,0
"425","15_10240_14_15_24_D",72,364,19
"426","15_10510_15_16_17_22_23_24_25_A",468,2235,20
"427","15_10510_15_16_17_22_23_24_25_B",284,2235,12
"428","15_10510_15_16_17_22_23_24_25_C",177,2235,7
"429","15_10510_15_16_17_22_23_24_25_D",163,2235,7
"430","15_10510_15_16_17_22_23_24_25_Developed",1,2235,0
"431","15_10510_15_16_17_22_23_24_25_E",1140,2235,51
"432","15_10510_15_16_17_22_23_24_25_UE",2,2235,0
"433","15_10520_15_A",23,170,13
"434","15_10520_15_B",131,170,77
"435","15_10520_15_C",15,170,8
"436","15_10520_15_UE",1,170,0
"437","15_10540_15_25_A",5182,68536,7
"438","15_10540_15_25_B",21857,68536,31
"439","15_10540_15_25_C",13650,68536,19
"440","15_10540_15_25_D",2356,68536,3
"441","15_10540_15_25_Developed",23,68536,0
"442","15_10540_15_25_E",25396,68536,37
"443","15_10540_15_25_UE",45,68536,0
"444","15_10540_15_25_UN",27,68536,0
"445","15_10550_15_28_A",19,128,14
"446","15_10550_15_28_B",6,128,4
"447","15_10550_15_28_C",19,128,14
"448","15_10550_15_28_D",31,128,24
"449","15_10550_15_28_E",52,128,40
"450","15_10550_15_28_UE",1,128,0
"451","15_10610_15_25_A",225,730,30
"452","15_10610_15_25_B",64,730,8
"453","15_10610_15_25_C",265,730,36
"454","15_10610_15_25_D",166,730,22
"455","15_10610_15_25_Developed",1,730,0
"456","15_10610_15_25_UE",9,730,1
"457","15_11040_15_A",95,487,19
"458","15_11040_15_B",24,487,4
"459","15_11040_15_C",53,487,10
"460","15_11040_15_D",279,487,57
"461","15_11040_15_UE",9,487,1
"462","15_11040_15_UN",27,487,5
"463","15_11070_15_A",555,2661,20
"464","15_11070_15_Agriculture",1,2661,0
"465","15_11070_15_B",130,2661,4
"466","15_11070_15_C",32,2661,1
"467","15_11070_15_D",1793,2661,67
"468","15_11070_15_Developed",3,2661,0
"469","15_11070_15_UE",20,2661,0
"470","15_11070_15_UN",127,2661,4
"471","15_11170_13_15_28_A",1802,5299,34
"472","15_11170_13_15_28_B",98,5299,1
"473","15_11170_13_15_28_C",1788,5299,33
"474","15_11170_13_15_28_D",1344,5299,25
"475","15_11170_13_15_28_Developed",9,5299,0
"476","15_11170_13_15_28_E",252,5299,4
"477","15_11170_13_15_28_UE",6,5299,0
"478","15_11270_15_A",773,5886,13
"479","15_11270_15_B",10,5886,0
"480","15_11270_15_C",5024,5886,85
"481","15_11270_15_Developed",10,5886,0
"482","15_11270_15_UE",28,5886,0
"483","15_11270_15_UN",41,5886,0
"484","15_11350_15_28_B",427,1086,39
"485","15_11350_15_28_C",325,1086,29
"486","15_11350_15_28_D",301,1086,27
"487","15_11350_15_28_Developed",7,1086,0
"488","15_11350_15_28_UE",26,1086,2
"489","15_11460_15_16_23_24_25_28_A",39,1624,2
"490","15_11460_15_16_23_24_25_28_B",253,1624,15
"491","15_11460_15_16_23_24_25_28_C",1321,1624,81
"492","15_11460_15_16_23_24_25_28_Developed",3,1624,0
"493","15_11460_15_16_23_24_25_28_UE",7,1624,0
"494","15_11460_15_16_23_24_25_28_UN",1,1624,0
"495","15_11590_15_A",585,8921,6
"496","15_11590_15_B",3782,8921,42
"497","15_11590_15_C",4531,8921,50
"498","15_11590_15_Developed",9,8921,0
"499","15_11590_15_UE",14,8921,0
"500","15_11600_15_28_B",9,9,100
"501","16_10040_Developed",1,1,100
"502","16_10240_14_15_24_A",16,27,59
"503","16_10240_14_15_24_C",1,27,3
"504","16_10240_14_15_24_D",8,27,29
"505","16_10240_14_15_24_Developed",2,27,7
"506","16_10510_15_16_17_22_23_24_25_A",49,344,14
"507","16_10510_15_16_17_22_23_24_25_B",50,344,14
"508","16_10510_15_16_17_22_23_24_25_C",21,344,6
"509","16_10510_15_16_17_22_23_24_25_D",21,344,6
"510","16_10510_15_16_17_22_23_24_25_E",202,344,58
"511","16_10510_15_16_17_22_23_24_25_UE",1,344,0
"512","16_10520_15_A",4,31,12
"513","16_10520_15_B",25,31,80
"514","16_10520_15_Developed",2,31,6
"515","16_10540_15_25_A",12531,91841,13
"516","16_10540_15_25_B",17881,91841,19
"517","16_10540_15_25_C",9849,91841,10
"518","16_10540_15_25_D",2557,91841,2
"519","16_10540_15_25_Developed",851,91841,0
"520","16_10540_15_25_E",48076,91841,52
"521","16_10540_15_25_UE",93,91841,0
"522","16_10540_15_25_UN",3,91841,0
"523","16_10610_15_25_A",36,354,10
"524","16_10610_15_25_B",30,354,8
"525","16_10610_15_25_C",123,354,34
"526","16_10610_15_25_D",161,354,45
"527","16_10610_15_25_Developed",1,354,0
"528","16_10610_15_25_UE",3,354,0
"529","16_11040_15_A",141,563,25
"530","16_11040_15_B",13,563,2
"531","16_11040_15_C",102,563,18
"532","16_11040_15_D",259,563,46
"533","16_11040_15_Developed",29,563,5
"534","16_11040_15_UE",18,563,3
"535","16_11040_15_UN",1,563,0
"536","16_11070_15_A",201,1249,16
"537","16_11070_15_B",111,1249,8
"538","16_11070_15_C",29,1249,2
"539","16_11070_15_D",825,1249,66
"540","16_11070_15_Developed",47,1249,3
"541","16_11070_15_UE",8,1249,0
"542","16_11070_15_UN",28,1249,2
"543","16_11170_13_15_28_A",607,3336,18
"544","16_11170_13_15_28_B",18,3336,0
"545","16_11170_13_15_28_C",624,3336,18
"546","16_11170_13_15_28_D",1877,3336,56
"547","16_11170_13_15_28_Developed",47,3336,1
"548","16_11170_13_15_28_E",162,3336,4
"549","16_11170_13_15_28_UE",1,3336,0
"550","16_11210_15_B",1,9,11
"551","16_11210_15_D",6,9,66
"552","16_11210_15_Developed",1,9,11
"553","16_11210_15_UN",1,9,11
"554","16_11270_15_A",304,920,33
"555","16_11270_15_C",569,920,61
"556","16_11270_15_Developed",40,920,4
"557","16_11270_15_UE",6,920,0
"558","16_11270_15_UN",1,920,0
"559","16_11350_15_28_B",1922,2582,74
"560","16_11350_15_28_C",95,2582,3
"561","16_11350_15_28_D",455,2582,17
"562","16_11350_15_28_Developed",82,2582,3
"563","16_11350_15_28_UE",28,2582,1
"564","16_11460_15_16_23_24_25_28_A",69,4118,1
"565","16_11460_15_16_23_24_25_28_B",1040,4118,25
"566","16_11460_15_16_23_24_25_28_C",2834,4118,68
"567","16_11460_15_16_23_24_25_28_Developed",142,4118,3
"568","16_11460_15_16_23_24_25_28_UE",21,4118,0
"569","16_11460_15_16_23_24_25_28_UN",12,4118,0
"570","16_11590_15_A",915,8252,11
"571","16_11590_15_B",2344,8252,28
"572","16_11590_15_C",4748,8252,57
"573","16_11590_15_Developed",229,8252,2
"574","16_11590_15_UE",16,8252,0
"575","17_10160_16_23_24_25_A",2770,6087,45
"576","17_10160_16_23_24_25_B",9,6087,0
"577","17_10160_16_23_24_25_C",3005,6087,49
"578","17_10160_16_23_24_25_D",298,6087,4
"579","17_10160_16_23_24_25_Developed",4,6087,0
"580","17_10160_16_23_24_25_E",1,6087,0
"581","17_10230_14_15_24_25_A",56,56,100
"582","17_10510_15_16_17_22_23_24_25_A",87,104,83
"583","17_10510_15_16_17_22_23_24_25_B",2,104,1
"584","17_10510_15_16_17_22_23_24_25_C",5,104,4
"585","17_10510_15_16_17_22_23_24_25_D",10,104,9
"586","17_10540_16_23_24_A",1880,54422,3
"587","17_10540_16_23_24_B",1560,54422,2
"588","17_10540_16_23_24_C",50336,54422,92
"589","17_10540_16_23_24_D",112,54422,0
"590","17_10540_16_23_24_Developed",526,54422,0
"591","17_10540_16_23_24_E",8,54422,0
"592","17_10640_15_16_17_23_24_27_28_A",48,1264,3
"593","17_10640_15_16_17_23_24_27_28_B",12,1264,0
"594","17_10640_15_16_17_23_24_27_28_C",1183,1264,93
"595","17_10640_15_16_17_23_24_27_28_UE",21,1264,1
"596","17_10780_16_23_24_25_B",15,20,75
"597","17_10780_16_23_24_25_C",5,20,25
"598","17_10804_6_12_15_16_17_18_23_24_25_A",38,1259,3
"599","17_10804_6_12_15_16_17_18_23_24_25_B",27,1259,2
"600","17_10804_6_12_15_16_17_18_23_24_25_C",537,1259,42
"601","17_10804_6_12_15_16_17_18_23_24_25_D",539,1259,42
"602","17_10804_6_12_15_16_17_18_23_24_25_Developed",4,1259,0
"603","17_10804_6_12_15_16_17_18_23_24_25_E",108,1259,8
"604","17_10804_6_12_15_16_17_18_23_24_25_UN",6,1259,0
"605","17_10810_15_16_23_24_28_A",24,1554,1
"606","17_10810_15_16_23_24_28_B",31,1554,1
"607","17_10810_15_16_23_24_28_C",171,1554,11
"608","17_10810_15_16_23_24_28_Developed",55,1554,3
"609","17_10810_15_16_23_24_28_UE",1,1554,0
"610","17_10810_15_16_23_24_28_UN",1272,1554,81
"611","17_10820_12_15_16_17_23_24_A",1114,1520,73
"612","17_10820_12_15_16_17_23_24_B",395,1520,25
"613","17_10820_12_15_16_17_23_24_Developed",7,1520,0
"614","17_10820_12_15_16_17_23_24_UE",4,1520,0
"615","17_10930_13_15_16_23_24_28_B",3,37,8
