"","to_join","model_label","model_code","ref_label","ref_percent","bps_name","ID","count2020","total_count2020","current_percent2020","count2022","total_count2022","current_percent2022","change","sign_change","bps_acres"
"1","1_10110_15_A","10110_15_A","10110_15","A",7,"Rocky Mountain Aspen Forest and Woodland",1,22,162,13,25,162,15,-2,FALSE,36
"2","1_10110_15_B","10110_15_B","10110_15","B",35,"Rocky Mountain Aspen Forest and Woodland",1,15,162,9,13,162,8,1,TRUE,36
"3","1_10110_15_C","10110_15_C","10110_15","C",58,"Rocky Mountain Aspen Forest and Woodland",1,60,162,37,59,162,36,1,TRUE,36
"4","1_10110_15_D","10110_15_D","10110_15","D",0,"Rocky Mountain Aspen Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,36
"5","1_10110_15_E","10110_15_E","10110_15","E",0,"Rocky Mountain Aspen Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,36
"6","1_10110_15_Agriculture","10110_15_Agriculture","10110_15","Agriculture",0,"Rocky Mountain Aspen Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,36
"7","1_10110_15_Developed","10110_15_Developed","10110_15","Developed",0,"Rocky Mountain Aspen Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,36
"8","1_10110_15_Water","10110_15_Water","10110_15","Water",0,"Rocky Mountain Aspen Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,36
"9","1_10110_15_UN","10110_15_UN","10110_15","UN",0,"Rocky Mountain Aspen Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,36
"10","1_10110_15_UE","10110_15_UE","10110_15","UE",0,"Rocky Mountain Aspen Forest and Woodland",1,2,162,1,2,162,1,0,FALSE,36
"11","1_10160_15_28_A","10160_15_28_A","10160_15_28","A",10,"Colorado Plateau Pinyon-Juniper Woodland",1,17326,155441,11,17112,155441,11,0,FALSE,34508
"12","1_10160_15_28_B","10160_15_28_B","10160_15_28","B",21,"Colorado Plateau Pinyon-Juniper Woodland",1,1365,155441,0,1358,155441,0,0,FALSE,34508
"13","1_10160_15_28_C","10160_15_28_C","10160_15_28","C",25,"Colorado Plateau Pinyon-Juniper Woodland",1,21900,155441,14,21886,155441,14,0,FALSE,34508
"14","1_10160_15_28_D","10160_15_28_D","10160_15_28","D",34,"Colorado Plateau Pinyon-Juniper Woodland",1,31807,155441,20,31954,155441,20,0,FALSE,34508
"15","1_10160_15_28_E","10160_15_28_E","10160_15_28","E",10,"Colorado Plateau Pinyon-Juniper Woodland",1,6373,155441,4,6168,155441,3,1,TRUE,34508
"16","1_10160_15_28_Agriculture","10160_15_28_Agriculture","10160_15_28","Agriculture",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,34508
"17","1_10160_15_28_Developed","10160_15_28_Developed","10160_15_28","Developed",0,"Colorado Plateau Pinyon-Juniper Woodland",1,169,155441,0,196,155441,0,0,FALSE,34508
"18","1_10160_15_28_Water","10160_15_28_Water","10160_15_28","Water",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,34508
"19","1_10160_15_28_UN","10160_15_28_UN","10160_15_28","UN",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,34508
"20","1_10160_15_28_UE","10160_15_28_UE","10160_15_28","UE",0,"Colorado Plateau Pinyon-Juniper Woodland",1,322,155441,0,588,155441,0,0,FALSE,34508
"21","1_10160_16_23_24_25_A","10160_16_23_24_25_A","10160_16_23_24_25","A",9,"Colorado Plateau Pinyon-Juniper Woodland",1,2238,8594,26,2211,8594,25,1,TRUE,1908
"22","1_10160_16_23_24_25_B","10160_16_23_24_25_B","10160_16_23_24_25","B",21,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,1908
"23","1_10160_16_23_24_25_C","10160_16_23_24_25_C","10160_16_23_24_25","C",24,"Colorado Plateau Pinyon-Juniper Woodland",1,3670,8594,42,3670,8594,42,0,FALSE,1908
"24","1_10160_16_23_24_25_D","10160_16_23_24_25_D","10160_16_23_24_25","D",38,"Colorado Plateau Pinyon-Juniper Woodland",1,1673,8594,19,1673,8594,19,0,FALSE,1908
"25","1_10160_16_23_24_25_E","10160_16_23_24_25_E","10160_16_23_24_25","E",8,"Colorado Plateau Pinyon-Juniper Woodland",1,1,8594,0,1,8594,0,0,FALSE,1908
"26","1_10160_16_23_24_25_Agriculture","10160_16_23_24_25_Agriculture","10160_16_23_24_25","Agriculture",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,1908
"27","1_10160_16_23_24_25_Developed","10160_16_23_24_25_Developed","10160_16_23_24_25","Developed",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,1908
"28","1_10160_16_23_24_25_Water","10160_16_23_24_25_Water","10160_16_23_24_25","Water",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,1908
"29","1_10160_16_23_24_25_UN","10160_16_23_24_25_UN","10160_16_23_24_25","UN",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,1908
"30","1_10160_16_23_24_25_UE","10160_16_23_24_25_UE","10160_16_23_24_25","UE",0,"Colorado Plateau Pinyon-Juniper Woodland",1,9,8594,0,36,8594,0,0,FALSE,1908
"31","1_10190_15_A","10190_15_A","10190_15","A",2,"Great Basin Pinyon-Juniper Woodland",1,59,1509,3,59,1509,3,0,FALSE,335
"32","1_10190_15_B","10190_15_B","10190_15","B",7,"Great Basin Pinyon-Juniper Woodland",1,58,1509,3,58,1509,3,0,FALSE,335
"33","1_10190_15_C","10190_15_C","10190_15","C",27,"Great Basin Pinyon-Juniper Woodland",1,395,1509,26,395,1509,26,0,FALSE,335
"34","1_10190_15_D","10190_15_D","10190_15","D",64,"Great Basin Pinyon-Juniper Woodland",1,270,1509,17,270,1509,17,0,FALSE,335
"35","1_10190_15_E","10190_15_E","10190_15","E",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,335
"36","1_10190_15_Agriculture","10190_15_Agriculture","10190_15","Agriculture",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,335
"37","1_10190_15_Developed","10190_15_Developed","10190_15","Developed",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,335
"38","1_10190_15_Water","10190_15_Water","10190_15","Water",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,335
"39","1_10190_15_UN","10190_15_UN","10190_15","UN",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,335
"40","1_10190_15_UE","10190_15_UE","10190_15","UE",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,335
"41","1_10230_14_15_24_25_A","10230_14_15_24_25_A","10230_14_15_24_25","A",21,"Madrean Encinal",1,416,1686,24,412,1686,24,0,FALSE,374
"42","1_10230_14_15_24_25_B","10230_14_15_24_25_B","10230_14_15_24_25","B",37,"Madrean Encinal",1,930,1686,55,933,1686,55,0,FALSE,374
"43","1_10230_14_15_24_25_C","10230_14_15_24_25_C","10230_14_15_24_25","C",25,"Madrean Encinal",1,165,1686,9,168,1686,9,0,FALSE,374
"44","1_10230_14_15_24_25_D","10230_14_15_24_25_D","10230_14_15_24_25","D",17,"Madrean Encinal",1,167,1686,9,161,1686,9,0,FALSE,374
"45","1_10230_14_15_24_25_E","10230_14_15_24_25_E","10230_14_15_24_25","E",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,374
"46","1_10230_14_15_24_25_Agriculture","10230_14_15_24_25_Agriculture","10230_14_15_24_25","Agriculture",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,374
"47","1_10230_14_15_24_25_Developed","10230_14_15_24_25_Developed","10230_14_15_24_25","Developed",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,374
"48","1_10230_14_15_24_25_Water","10230_14_15_24_25_Water","10230_14_15_24_25","Water",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,374
"49","1_10230_14_15_24_25_UN","10230_14_15_24_25_UN","10230_14_15_24_25","UN",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,374
"50","1_10230_14_15_24_25_UE","10230_14_15_24_25_UE","10230_14_15_24_25","UE",0,"Madrean Encinal",1,4,1686,0,8,1686,0,0,FALSE,374
"51","1_10240_14_15_24_A","10240_14_15_24_A","10240_14_15_24","A",21,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,483,2165,22,483,2165,22,0,FALSE,481
"52","1_10240_14_15_24_B","10240_14_15_24_B","10240_14_15_24","B",37,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,183,2165,8,183,2165,8,0,FALSE,481
"53","1_10240_14_15_24_C","10240_14_15_24_C","10240_14_15_24","C",25,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,28,2165,1,28,2165,1,0,FALSE,481
"54","1_10240_14_15_24_D","10240_14_15_24_D","10240_14_15_24","D",17,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,484,2165,22,484,2165,22,0,FALSE,481
"55","1_10240_14_15_24_E","10240_14_15_24_E","10240_14_15_24","E",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,481
"56","1_10240_14_15_24_Agriculture","10240_14_15_24_Agriculture","10240_14_15_24","Agriculture",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,481
"57","1_10240_14_15_24_Developed","10240_14_15_24_Developed","10240_14_15_24","Developed",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,481
"58","1_10240_14_15_24_Water","10240_14_15_24_Water","10240_14_15_24","Water",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,481
"59","1_10240_14_15_24_UN","10240_14_15_24_UN","10240_14_15_24","UN",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,481
"60","1_10240_14_15_24_UE","10240_14_15_24_UE","10240_14_15_24","UE",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,481
"61","1_10250_14_15_24_25_26_A","10250_14_15_24_25_26_A","10250_14_15_24_25_26","A",5,"Madrean Pinyon-Juniper Woodland",1,134,2488,5,194,2488,7,-2,FALSE,552
"62","1_10250_14_15_24_25_26_B","10250_14_15_24_25_26_B","10250_14_15_24_25_26","B",57,"Madrean Pinyon-Juniper Woodland",1,615,2488,24,615,2488,24,0,FALSE,552
"63","1_10250_14_15_24_25_26_C","10250_14_15_24_25_26_C","10250_14_15_24_25_26","C",38,"Madrean Pinyon-Juniper Woodland",1,714,2488,28,714,2488,28,0,FALSE,552
"64","1_10250_14_15_24_25_26_D","10250_14_15_24_25_26_D","10250_14_15_24_25_26","D",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,552
"65","1_10250_14_15_24_25_26_E","10250_14_15_24_25_26_E","10250_14_15_24_25_26","E",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,552
"66","1_10250_14_15_24_25_26_Agriculture","10250_14_15_24_25_26_Agriculture","10250_14_15_24_25_26","Agriculture",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,552
"67","1_10250_14_15_24_25_26_Developed","10250_14_15_24_25_26_Developed","10250_14_15_24_25_26","Developed",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,552
"68","1_10250_14_15_24_25_26_Water","10250_14_15_24_25_26_Water","10250_14_15_24_25_26","Water",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,552
"69","1_10250_14_15_24_25_26_UN","10250_14_15_24_25_26_UN","10250_14_15_24_25_26","UN",0,"Madrean Pinyon-Juniper Woodland",1,61,2488,2,0,0,0,2,TRUE,552
"70","1_10250_14_15_24_25_26_UE","10250_14_15_24_25_26_UE","10250_14_15_24_25_26","UE",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,1,2488,0,0,FALSE,552
"71","1_10510_15_16_17_22_23_24_25_A","10510_15_16_17_22_23_24_25_A","10510_15_16_17_22_23_24_25","A",23,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,3449,38671,8,3946,38671,10,-2,FALSE,8585
"72","1_10510_15_16_17_22_23_24_25_B","10510_15_16_17_22_23_24_25_B","10510_15_16_17_22_23_24_25","B",7,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,1874,38671,4,1644,38671,4,0,FALSE,8585
"73","1_10510_15_16_17_22_23_24_25_C","10510_15_16_17_22_23_24_25_C","10510_15_16_17_22_23_24_25","C",12,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,2454,38671,6,2477,38671,6,0,FALSE,8585
"74","1_10510_15_16_17_22_23_24_25_D","10510_15_16_17_22_23_24_25_D","10510_15_16_17_22_23_24_25","D",57,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,3535,38671,9,4214,38671,10,-1,FALSE,8585
"75","1_10510_15_16_17_22_23_24_25_E","10510_15_16_17_22_23_24_25_E","10510_15_16_17_22_23_24_25","E",1,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,25011,38671,64,23858,38671,61,3,TRUE,8585
"76","1_10510_15_16_17_22_23_24_25_Agriculture","10510_15_16_17_22_23_24_25_Agriculture","10510_15_16_17_22_23_24_25","Agriculture",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,8585
"77","1_10510_15_16_17_22_23_24_25_Developed","10510_15_16_17_22_23_24_25_Developed","10510_15_16_17_22_23_24_25","Developed",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,111,38671,0,148,38671,0,0,FALSE,8585
"78","1_10510_15_16_17_22_23_24_25_Water","10510_15_16_17_22_23_24_25_Water","10510_15_16_17_22_23_24_25","Water",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,8585
"79","1_10510_15_16_17_22_23_24_25_UN","10510_15_16_17_22_23_24_25_UN","10510_15_16_17_22_23_24_25","UN",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,8585
"80","1_10510_15_16_17_22_23_24_25_UE","10510_15_16_17_22_23_24_25_UE","10510_15_16_17_22_23_24_25","UE",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,87,38671,0,234,38671,0,0,FALSE,8585
"81","1_10520_15_A","10520_15_A","10520_15","A",14,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,7427,64859,11,8269,64859,12,-1,FALSE,14399
"82","1_10520_15_B","10520_15_B","10520_15","B",28,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,52100,64859,80,50319,64859,77,3,TRUE,14399
"83","1_10520_15_C","10520_15_C","10520_15","C",29,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,3948,64859,6,4662,64859,7,-1,FALSE,14399
"84","1_10520_15_D","10520_15_D","10520_15","D",18,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,14399
"85","1_10520_15_E","10520_15_E","10520_15","E",11,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,14399
"86","1_10520_15_Agriculture","10520_15_Agriculture","10520_15","Agriculture",0,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,14399
"87","1_10520_15_Developed","10520_15_Developed","10520_15","Developed",0,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,152,64859,0,199,64859,0,0,FALSE,14399
"88","1_10520_15_Water","10520_15_Water","10520_15","Water",0,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,14399
"89","1_10520_15_UN","10520_15_UN","10520_15","UN",0,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,14399
"90","1_10520_15_UE","10520_15_UE","10520_15","UE",0,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",1,178,64859,0,356,64859,0,0,FALSE,14399
"91","1_10540_15_25_A","10540_15_25_A","10540_15_25","A",10,"Southern Rocky Mountain Ponderosa Pine Woodland",1,16397,195211,8,20253,195211,10,-2,FALSE,43337
"92","1_10540_15_25_B","10540_15_25_B","10540_15_25","B",1,"Southern Rocky Mountain Ponderosa Pine Woodland",1,29283,195211,15,25410,195211,13,2,TRUE,43337
"93","1_10540_15_25_C","10540_15_25_C","10540_15_25","C",13,"Southern Rocky Mountain Ponderosa Pine Woodland",1,36961,195211,18,39401,195211,20,-2,FALSE,43337
"94","1_10540_15_25_D","10540_15_25_D","10540_15_25","D",74,"Southern Rocky Mountain Ponderosa Pine Woodland",1,7230,195211,3,8036,195211,4,-1,FALSE,43337
"95","1_10540_15_25_E","10540_15_25_E","10540_15_25","E",2,"Southern Rocky Mountain Ponderosa Pine Woodland",1,89719,195211,45,85850,195211,43,2,TRUE,43337
"96","1_10540_15_25_Agriculture","10540_15_25_Agriculture","10540_15_25","Agriculture",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,43337
"97","1_10540_15_25_Developed","10540_15_25_Developed","10540_15_25","Developed",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,2605,195211,1,2978,195211,1,0,FALSE,43337
"98","1_10540_15_25_Water","10540_15_25_Water","10540_15_25","Water",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,43337
"99","1_10540_15_25_UN","10540_15_25_UN","10540_15_25","UN",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,3033,195211,1,2546,195211,1,0,FALSE,43337
"100","1_10540_15_25_UE","10540_15_25_UE","10540_15_25","UE",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,682,195211,0,1436,195211,0,0,FALSE,43337
"101","1_10540_16_23_24_A","10540_16_23_24_A","10540_16_23_24","A",12,"Southern Rocky Mountain Ponderosa Pine Woodland",1,263,841,31,263,841,31,0,FALSE,187
"102","1_10540_16_23_24_B","10540_16_23_24_B","10540_16_23_24","B",5,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,187
"103","1_10540_16_23_24_C","10540_16_23_24_C","10540_16_23_24","C",10,"Southern Rocky Mountain Ponderosa Pine Woodland",1,396,841,47,396,841,47,0,FALSE,187
"104","1_10540_16_23_24_D","10540_16_23_24_D","10540_16_23_24","D",68,"Southern Rocky Mountain Ponderosa Pine Woodland",1,12,841,1,12,841,1,0,FALSE,187
"105","1_10540_16_23_24_E","10540_16_23_24_E","10540_16_23_24","E",5,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,187
"106","1_10540_16_23_24_Agriculture","10540_16_23_24_Agriculture","10540_16_23_24","Agriculture",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,187
"107","1_10540_16_23_24_Developed","10540_16_23_24_Developed","10540_16_23_24","Developed",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,187
"108","1_10540_16_23_24_Water","10540_16_23_24_Water","10540_16_23_24","Water",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,187
"109","1_10540_16_23_24_UN","10540_16_23_24_UN","10540_16_23_24","UN",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,187
"110","1_10540_16_23_24_UE","10540_16_23_24_UE","10540_16_23_24","UE",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,187
"111","1_10550_15_28_A","10550_15_28_A","10550_15_28","A",14,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,24387,342910,7,25042,342910,7,0,FALSE,76126
"112","1_10550_15_28_B","10550_15_28_B","10550_15_28","B",19,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,9173,342910,2,8292,342910,2,0,FALSE,76126
"113","1_10550_15_28_C","10550_15_28_C","10550_15_28","C",18,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,18341,342910,5,18625,342910,5,0,FALSE,76126
"114","1_10550_15_28_D","10550_15_28_D","10550_15_28","D",17,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,121177,342910,35,139724,342910,40,-5,FALSE,76126
"115","1_10550_15_28_E","10550_15_28_E","10550_15_28","E",32,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,167670,342910,48,147985,342910,43,5,TRUE,76126
"116","1_10550_15_28_Agriculture","10550_15_28_Agriculture","10550_15_28","Agriculture",0,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,76126
"117","1_10550_15_28_Developed","10550_15_28_Developed","10550_15_28","Developed",0,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,1279,342910,0,1895,342910,0,0,FALSE,76126
"118","1_10550_15_28_Water","10550_15_28_Water","10550_15_28","Water",0,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,76126
"119","1_10550_15_28_UN","10550_15_28_UN","10550_15_28","UN",0,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,76126
"120","1_10550_15_28_UE","10550_15_28_UE","10550_15_28","UE",0,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",1,143,342910,0,607,342910,0,0,FALSE,76126
"121","1_10560_15_28_A","10560_15_28_A","10560_15_28","A",13,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"122","1_10560_15_28_B","10560_15_28_B","10560_15_28","B",19,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,1,7,14,1,7,14,0,FALSE,2
"123","1_10560_15_28_C","10560_15_28_C","10560_15_28","C",18,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"124","1_10560_15_28_D","10560_15_28_D","10560_15_28","D",17,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"125","1_10560_15_28_E","10560_15_28_E","10560_15_28","E",33,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,6,7,85,6,7,85,0,FALSE,2
"126","1_10560_15_28_Agriculture","10560_15_28_Agriculture","10560_15_28","Agriculture",0,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"127","1_10560_15_28_Developed","10560_15_28_Developed","10560_15_28","Developed",0,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"128","1_10560_15_28_Water","10560_15_28_Water","10560_15_28","Water",0,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"129","1_10560_15_28_UN","10560_15_28_UN","10560_15_28","UN",0,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"130","1_10560_15_28_UE","10560_15_28_UE","10560_15_28","UE",0,"Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,2
"131","1_10610_15_25_A","10610_15_25_A","10610_15_25","A",58,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,11571,110667,10,11600,110667,10,0,FALSE,24568
"132","1_10610_15_25_B","10610_15_25_B","10610_15_25","B",21,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,3235,110667,2,2883,110667,2,0,FALSE,24568
"133","1_10610_15_25_C","10610_15_25_C","10610_15_25","C",6,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,73465,110667,66,71611,110667,64,2,TRUE,24568
"134","1_10610_15_25_D","10610_15_25_D","10610_15_25","D",14,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,20708,110667,18,22058,110667,19,-1,FALSE,24568
"135","1_10610_15_25_E","10610_15_25_E","10610_15_25","E",1,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,24568
"136","1_10610_15_25_Agriculture","10610_15_25_Agriculture","10610_15_25","Agriculture",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,24568
"137","1_10610_15_25_Developed","10610_15_25_Developed","10610_15_25","Developed",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,595,110667,0,688,110667,0,0,FALSE,24568
"138","1_10610_15_25_Water","10610_15_25_Water","10610_15_25","Water",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,24568
"139","1_10610_15_25_UN","10610_15_25_UN","10610_15_25","UN",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,24568
"140","1_10610_15_25_UE","10610_15_25_UE","10610_15_25","UE",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,489,110667,0,1223,110667,1,-1,FALSE,24568
"141","1_10640_15_16_17_23_24_27_28_A","10640_15_16_17_23_24_27_28_A","10640_15_16_17_23_24_27_28","A",9,"Colorado Plateau Mixed Low Sagebrush Shrubland",1,1776,29483,6,1310,29483,4,2,TRUE,6545
"142","1_10640_15_16_17_23_24_27_28_B","10640_15_16_17_23_24_27_28_B","10640_15_16_17_23_24_27_28","B",70,"Colorado Plateau Mixed Low Sagebrush Shrubland",1,1219,29483,4,1219,29483,4,0,FALSE,6545
"143","1_10640_15_16_17_23_24_27_28_C","10640_15_16_17_23_24_27_28_C","10640_15_16_17_23_24_27_28","C",21,"Colorado Plateau Mixed Low Sagebrush Shrubland",1,26078,29483,88,26076,29483,88,0,FALSE,6545
"144","1_10640_15_16_17_23_24_27_28_D","10640_15_16_17_23_24_27_28_D","10640_15_16_17_23_24_27_28","D",0,"Colorado Plateau Mixed Low Sagebrush Shrubland",1,0,0,0,0,0,0,0,FALSE,6545
"145","1_10640_15_16_17_23_24_27_28_E","10640_15_16_17_23_24_27_28_E","10640_15_16_17_23_24_27_28","E",0,"Colorado Plateau Mixed Low Sagebrush Shrubland",1,0,0,0,0,0,0,0,FALSE,6545
"146","1_10640_15_16_17_23_24_27_28_Agriculture","10640_15_16_17_23_24_27_28_Agriculture","10640_15_16_17_23_24_27_28","Agriculture",0,"Colorado Plateau Mixed Low Sagebrush Shrubland",1,0,0,0,0,0,0,0,FALSE,6545
