"","to_join","model_label","model_code","ref_label","ref_percent","bps_name","ID","count2020","total_count2020","current_percent2020","count2022","total_count2022","current_percent2022","change","sign_change","bps_acres"
"1","1_10160_15_28_A","10160_15_28_A","10160_15_28","A",10,"Colorado Plateau Pinyon-Juniper Woodland",1,731,6264,11,731,6264,11,0,FALSE,1391
"2","1_10160_15_28_B","10160_15_28_B","10160_15_28","B",21,"Colorado Plateau Pinyon-Juniper Woodland",1,48,6264,0,48,6264,0,0,FALSE,1391
"3","1_10160_15_28_C","10160_15_28_C","10160_15_28","C",25,"Colorado Plateau Pinyon-Juniper Woodland",1,509,6264,8,509,6264,8,0,FALSE,1391
"4","1_10160_15_28_D","10160_15_28_D","10160_15_28","D",34,"Colorado Plateau Pinyon-Juniper Woodland",1,3595,6264,57,3596,6264,57,0,FALSE,1391
"5","1_10160_15_28_E","10160_15_28_E","10160_15_28","E",10,"Colorado Plateau Pinyon-Juniper Woodland",1,1059,6264,16,1059,6264,16,0,FALSE,1391
"6","1_10160_15_28_Agriculture","10160_15_28_Agriculture","10160_15_28","Agriculture",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,1391
"7","1_10160_15_28_Developed","10160_15_28_Developed","10160_15_28","Developed",0,"Colorado Plateau Pinyon-Juniper Woodland",1,296,6264,4,295,6264,4,0,FALSE,1391
"8","1_10160_15_28_UN","10160_15_28_UN","10160_15_28","UN",0,"Colorado Plateau Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,1391
"9","1_10160_15_28_UE","10160_15_28_UE","10160_15_28","UE",0,"Colorado Plateau Pinyon-Juniper Woodland",1,26,6264,0,26,6264,0,0,FALSE,1391
"10","1_10190_15_A","10190_15_A","10190_15","A",2,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,2
"11","1_10190_15_B","10190_15_B","10190_15","B",7,"Great Basin Pinyon-Juniper Woodland",1,1,8,12,1,8,12,0,FALSE,2
"12","1_10190_15_C","10190_15_C","10190_15","C",27,"Great Basin Pinyon-Juniper Woodland",1,5,8,62,5,8,62,0,FALSE,2
"13","1_10190_15_D","10190_15_D","10190_15","D",64,"Great Basin Pinyon-Juniper Woodland",1,2,8,25,2,8,25,0,FALSE,2
"14","1_10190_15_E","10190_15_E","10190_15","E",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,2
"15","1_10190_15_Agriculture","10190_15_Agriculture","10190_15","Agriculture",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,2
"16","1_10190_15_Developed","10190_15_Developed","10190_15","Developed",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,2
"17","1_10190_15_UN","10190_15_UN","10190_15","UN",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,2
"18","1_10190_15_UE","10190_15_UE","10190_15","UE",0,"Great Basin Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,2
"19","1_10230_14_15_24_25_A","10230_14_15_24_25_A","10230_14_15_24_25","A",21,"Madrean Encinal",1,1,85,1,1,85,1,0,FALSE,19
"20","1_10230_14_15_24_25_B","10230_14_15_24_25_B","10230_14_15_24_25","B",37,"Madrean Encinal",1,32,85,37,32,85,37,0,FALSE,19
"21","1_10230_14_15_24_25_C","10230_14_15_24_25_C","10230_14_15_24_25","C",25,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,19
"22","1_10230_14_15_24_25_D","10230_14_15_24_25_D","10230_14_15_24_25","D",17,"Madrean Encinal",1,52,85,61,52,85,61,0,FALSE,19
"23","1_10230_14_15_24_25_E","10230_14_15_24_25_E","10230_14_15_24_25","E",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,19
"24","1_10230_14_15_24_25_Agriculture","10230_14_15_24_25_Agriculture","10230_14_15_24_25","Agriculture",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,19
"25","1_10230_14_15_24_25_Developed","10230_14_15_24_25_Developed","10230_14_15_24_25","Developed",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,19
"26","1_10230_14_15_24_25_UN","10230_14_15_24_25_UN","10230_14_15_24_25","UN",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,19
"27","1_10230_14_15_24_25_UE","10230_14_15_24_25_UE","10230_14_15_24_25","UE",0,"Madrean Encinal",1,0,0,0,0,0,0,0,FALSE,19
"28","1_10240_14_15_24_A","10240_14_15_24_A","10240_14_15_24","A",21,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,33,94,35,33,94,35,0,FALSE,21
"29","1_10240_14_15_24_B","10240_14_15_24_B","10240_14_15_24","B",37,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,36,94,38,36,94,38,0,FALSE,21
"30","1_10240_14_15_24_C","10240_14_15_24_C","10240_14_15_24","C",25,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,1,94,1,1,94,1,0,FALSE,21
"31","1_10240_14_15_24_D","10240_14_15_24_D","10240_14_15_24","D",17,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,23,94,24,23,94,24,0,FALSE,21
"32","1_10240_14_15_24_E","10240_14_15_24_E","10240_14_15_24","E",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,21
"33","1_10240_14_15_24_Agriculture","10240_14_15_24_Agriculture","10240_14_15_24","Agriculture",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,21
"34","1_10240_14_15_24_Developed","10240_14_15_24_Developed","10240_14_15_24","Developed",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,1,94,1,0,0,0,1,TRUE,21
"35","1_10240_14_15_24_UN","10240_14_15_24_UN","10240_14_15_24","UN",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,21
"36","1_10240_14_15_24_UE","10240_14_15_24_UE","10240_14_15_24","UE",0,"Madrean Lower Montane Pine-Oak Forest and Woodland",1,0,0,0,1,94,1,-1,FALSE,21
"37","1_10250_14_15_24_25_26_A","10250_14_15_24_25_26_A","10250_14_15_24_25_26","A",5,"Madrean Pinyon-Juniper Woodland",1,6,47,12,6,47,12,0,FALSE,10
"38","1_10250_14_15_24_25_26_B","10250_14_15_24_25_26_B","10250_14_15_24_25_26","B",57,"Madrean Pinyon-Juniper Woodland",1,12,47,25,12,47,25,0,FALSE,10
"39","1_10250_14_15_24_25_26_C","10250_14_15_24_25_26_C","10250_14_15_24_25_26","C",38,"Madrean Pinyon-Juniper Woodland",1,29,47,61,29,47,61,0,FALSE,10
"40","1_10250_14_15_24_25_26_D","10250_14_15_24_25_26_D","10250_14_15_24_25_26","D",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,10
"41","1_10250_14_15_24_25_26_E","10250_14_15_24_25_26_E","10250_14_15_24_25_26","E",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,10
"42","1_10250_14_15_24_25_26_Agriculture","10250_14_15_24_25_26_Agriculture","10250_14_15_24_25_26","Agriculture",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,10
"43","1_10250_14_15_24_25_26_Developed","10250_14_15_24_25_26_Developed","10250_14_15_24_25_26","Developed",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,10
"44","1_10250_14_15_24_25_26_UN","10250_14_15_24_25_26_UN","10250_14_15_24_25_26","UN",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,10
"45","1_10250_14_15_24_25_26_UE","10250_14_15_24_25_26_UE","10250_14_15_24_25_26","UE",0,"Madrean Pinyon-Juniper Woodland",1,0,0,0,0,0,0,0,FALSE,10
"46","1_10510_15_16_17_22_23_24_25_A","10510_15_16_17_22_23_24_25_A","10510_15_16_17_22_23_24_25","A",23,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,28,243,11,28,243,11,0,FALSE,54
"47","1_10510_15_16_17_22_23_24_25_B","10510_15_16_17_22_23_24_25_B","10510_15_16_17_22_23_24_25","B",7,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,34,243,13,34,243,13,0,FALSE,54
"48","1_10510_15_16_17_22_23_24_25_C","10510_15_16_17_22_23_24_25_C","10510_15_16_17_22_23_24_25","C",12,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,21,243,8,21,243,8,0,FALSE,54
"49","1_10510_15_16_17_22_23_24_25_D","10510_15_16_17_22_23_24_25_D","10510_15_16_17_22_23_24_25","D",57,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,46,243,18,46,243,18,0,FALSE,54
"50","1_10510_15_16_17_22_23_24_25_E","10510_15_16_17_22_23_24_25_E","10510_15_16_17_22_23_24_25","E",1,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,111,243,45,111,243,45,0,FALSE,54
"51","1_10510_15_16_17_22_23_24_25_Agriculture","10510_15_16_17_22_23_24_25_Agriculture","10510_15_16_17_22_23_24_25","Agriculture",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,54
"52","1_10510_15_16_17_22_23_24_25_Developed","10510_15_16_17_22_23_24_25_Developed","10510_15_16_17_22_23_24_25","Developed",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,2,243,0,2,243,0,0,FALSE,54
"53","1_10510_15_16_17_22_23_24_25_UN","10510_15_16_17_22_23_24_25_UN","10510_15_16_17_22_23_24_25","UN",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,54
"54","1_10510_15_16_17_22_23_24_25_UE","10510_15_16_17_22_23_24_25_UE","10510_15_16_17_22_23_24_25","UE",0,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",1,1,243,0,1,243,0,0,FALSE,54
"55","1_10540_15_25_A","10540_15_25_A","10540_15_25","A",10,"Southern Rocky Mountain Ponderosa Pine Woodland",1,2732,58715,4,2770,58702,4,0,FALSE,13035
"56","1_10540_15_25_B","10540_15_25_B","10540_15_25","B",1,"Southern Rocky Mountain Ponderosa Pine Woodland",1,8636,58715,14,8345,58702,14,0,FALSE,13035
"57","1_10540_15_25_C","10540_15_25_C","10540_15_25","C",13,"Southern Rocky Mountain Ponderosa Pine Woodland",1,9492,58715,16,9778,58702,16,0,FALSE,13035
"58","1_10540_15_25_D","10540_15_25_D","10540_15_25","D",74,"Southern Rocky Mountain Ponderosa Pine Woodland",1,3546,58715,6,3887,58702,6,0,FALSE,13035
"59","1_10540_15_25_E","10540_15_25_E","10540_15_25","E",2,"Southern Rocky Mountain Ponderosa Pine Woodland",1,33185,58715,56,32810,58702,55,1,TRUE,13035
"60","1_10540_15_25_Agriculture","10540_15_25_Agriculture","10540_15_25","Agriculture",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,0,0,0,0,0,0,0,FALSE,13035
"61","1_10540_15_25_Developed","10540_15_25_Developed","10540_15_25","Developed",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,577,58715,0,562,58702,0,0,FALSE,13035
"62","1_10540_15_25_UN","10540_15_25_UN","10540_15_25","UN",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,1,58715,0,1,58702,0,0,FALSE,13035
"63","1_10540_15_25_UE","10540_15_25_UE","10540_15_25","UE",0,"Southern Rocky Mountain Ponderosa Pine Woodland",1,546,58715,0,549,58702,0,0,FALSE,13035
"64","1_10610_15_25_A","10610_15_25_A","10610_15_25","A",58,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,1,12,8,1,12,8,0,FALSE,3
"65","1_10610_15_25_B","10610_15_25_B","10610_15_25","B",21,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,3
"66","1_10610_15_25_C","10610_15_25_C","10610_15_25","C",6,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,3
"67","1_10610_15_25_D","10610_15_25_D","10610_15_25","D",14,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,11,12,91,11,12,91,0,FALSE,3
"68","1_10610_15_25_E","10610_15_25_E","10610_15_25","E",1,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,3
"69","1_10610_15_25_Agriculture","10610_15_25_Agriculture","10610_15_25","Agriculture",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,3
"70","1_10610_15_25_Developed","10610_15_25_Developed","10610_15_25","Developed",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,3
"71","1_10610_15_25_UN","10610_15_25_UN","10610_15_25","UN",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,3
"72","1_10610_15_25_UE","10610_15_25_UE","10610_15_25","UE",0,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland",1,0,0,0,0,0,0,0,FALSE,3
"73","1_10804_6_12_15_16_17_18_23_24_25_A","10804_6_12_15_16_17_18_23_24_25_A","10804_6_12_15_16_17_18_23_24_25","A",16,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,450,4472,10,450,4472,10,0,FALSE,993
"74","1_10804_6_12_15_16_17_18_23_24_25_B","10804_6_12_15_16_17_18_23_24_25_B","10804_6_12_15_16_17_18_23_24_25","B",16,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,0,0,0,0,0,0,0,FALSE,993
"75","1_10804_6_12_15_16_17_18_23_24_25_C","10804_6_12_15_16_17_18_23_24_25_C","10804_6_12_15_16_17_18_23_24_25","C",24,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,119,4472,2,119,4472,2,0,FALSE,993
"76","1_10804_6_12_15_16_17_18_23_24_25_D","10804_6_12_15_16_17_18_23_24_25_D","10804_6_12_15_16_17_18_23_24_25","D",24,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,121,4472,2,121,4472,2,0,FALSE,993
"77","1_10804_6_12_15_16_17_18_23_24_25_E","10804_6_12_15_16_17_18_23_24_25_E","10804_6_12_15_16_17_18_23_24_25","E",20,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,2954,4472,66,2954,4472,66,0,FALSE,993
"78","1_10804_6_12_15_16_17_18_23_24_25_Agriculture","10804_6_12_15_16_17_18_23_24_25_Agriculture","10804_6_12_15_16_17_18_23_24_25","Agriculture",0,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,0,0,0,0,0,0,0,FALSE,993
"79","1_10804_6_12_15_16_17_18_23_24_25_Developed","10804_6_12_15_16_17_18_23_24_25_Developed","10804_6_12_15_16_17_18_23_24_25","Developed",0,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,6,4472,0,6,4472,0,0,FALSE,993
"80","1_10804_6_12_15_16_17_18_23_24_25_UN","10804_6_12_15_16_17_18_23_24_25_UN","10804_6_12_15_16_17_18_23_24_25","UN",0,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,259,4472,5,259,4472,5,0,FALSE,993
"81","1_10804_6_12_15_16_17_18_23_24_25_UE","10804_6_12_15_16_17_18_23_24_25_UE","10804_6_12_15_16_17_18_23_24_25","UE",0,"Inter-Mountain Basins Big Sagebrush Shrubland - Upland",1,563,4472,12,563,4472,12,0,FALSE,993
"82","1_11040_15_A","11040_15_A","11040_15","A",3,"Mogollon Chaparral",1,4,160,2,4,160,2,0,FALSE,36
"83","1_11040_15_B","11040_15_B","11040_15","B",6,"Mogollon Chaparral",1,1,160,0,1,160,0,0,FALSE,36
"84","1_11040_15_C","11040_15_C","11040_15","C",18,"Mogollon Chaparral",1,4,160,2,4,160,2,0,FALSE,36
"85","1_11040_15_D","11040_15_D","11040_15","D",73,"Mogollon Chaparral",1,150,160,93,150,160,93,0,FALSE,36
"86","1_11040_15_E","11040_15_E","11040_15","E",0,"Mogollon Chaparral",1,0,0,0,0,0,0,0,FALSE,36
"87","1_11040_15_Agriculture","11040_15_Agriculture","11040_15","Agriculture",0,"Mogollon Chaparral",1,0,0,0,0,0,0,0,FALSE,36
"88","1_11040_15_Developed","11040_15_Developed","11040_15","Developed",0,"Mogollon Chaparral",1,0,0,0,0,0,0,0,FALSE,36
"89","1_11040_15_UN","11040_15_UN","11040_15","UN",0,"Mogollon Chaparral",1,1,160,0,1,160,0,0,FALSE,36
"90","1_11040_15_UE","11040_15_UE","11040_15","UE",0,"Mogollon Chaparral",1,0,0,0,0,0,0,0,FALSE,36
"91","1_11070_15_A","11070_15_A","11070_15","A",8,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,98,960,10,98,960,10,0,FALSE,213
"92","1_11070_15_B","11070_15_B","11070_15","B",46,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,18,960,1,18,960,1,0,FALSE,213
"93","1_11070_15_C","11070_15_C","11070_15","C",17,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,6,960,0,6,960,0,0,FALSE,213
"94","1_11070_15_D","11070_15_D","11070_15","D",29,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,797,960,83,797,960,83,0,FALSE,213
"95","1_11070_15_E","11070_15_E","11070_15","E",0,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,0,0,0,0,0,0,0,FALSE,213
"96","1_11070_15_Agriculture","11070_15_Agriculture","11070_15","Agriculture",0,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,0,0,0,0,0,0,0,FALSE,213
"97","1_11070_15_Developed","11070_15_Developed","11070_15","Developed",0,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,0,0,0,0,0,0,0,FALSE,213
"98","1_11070_15_UN","11070_15_UN","11070_15","UN",0,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,0,0,0,0,0,0,0,FALSE,213
"99","1_11070_15_UE","11070_15_UE","11070_15","UE",0,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland",1,41,960,4,41,960,4,0,FALSE,213
"100","1_11170_13_15_28_A","11170_13_15_28_A","11170_13_15_28","A",11,"Southern Rocky Mountain Ponderosa Pine Savanna",1,838,15688,5,860,15688,5,0,FALSE,3483
"101","1_11170_13_15_28_B","11170_13_15_28_B","11170_13_15_28","B",2,"Southern Rocky Mountain Ponderosa Pine Savanna",1,20,15688,0,19,15688,0,0,FALSE,3483
"102","1_11170_13_15_28_C","11170_13_15_28_C","11170_13_15_28","C",23,"Southern Rocky Mountain Ponderosa Pine Savanna",1,4753,15688,30,4755,15688,30,0,FALSE,3483
"103","1_11170_13_15_28_D","11170_13_15_28_D","11170_13_15_28","D",60,"Southern Rocky Mountain Ponderosa Pine Savanna",1,9534,15688,60,9525,15688,60,0,FALSE,3483
"104","1_11170_13_15_28_E","11170_13_15_28_E","11170_13_15_28","E",4,"Southern Rocky Mountain Ponderosa Pine Savanna",1,139,15688,0,126,15688,0,0,FALSE,3483
"105","1_11170_13_15_28_Agriculture","11170_13_15_28_Agriculture","11170_13_15_28","Agriculture",0,"Southern Rocky Mountain Ponderosa Pine Savanna",1,0,0,0,0,0,0,0,FALSE,3483
"106","1_11170_13_15_28_Developed","11170_13_15_28_Developed","11170_13_15_28","Developed",0,"Southern Rocky Mountain Ponderosa Pine Savanna",1,21,15688,0,18,15688,0,0,FALSE,3483
"107","1_11170_13_15_28_UN","11170_13_15_28_UN","11170_13_15_28","UN",0,"Southern Rocky Mountain Ponderosa Pine Savanna",1,0,0,0,0,0,0,0,FALSE,3483
"108","1_11170_13_15_28_UE","11170_13_15_28_UE","11170_13_15_28","UE",0,"Southern Rocky Mountain Ponderosa Pine Savanna",1,383,15688,2,385,15688,2,0,FALSE,3483
"109","1_11270_15_A","11270_15_A","11270_15","A",8,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,21,137,15,21,136,15,0,FALSE,30
"110","1_11270_15_B","11270_15_B","11270_15","B",49,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,0,0,0,0,0,0,0,FALSE,30
"111","1_11270_15_C","11270_15_C","11270_15","C",43,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,115,137,83,115,136,84,-1,FALSE,30
"112","1_11270_15_D","11270_15_D","11270_15","D",0,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,0,0,0,0,0,0,0,FALSE,30
"113","1_11270_15_E","11270_15_E","11270_15","E",0,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,0,0,0,0,0,0,0,FALSE,30
"114","1_11270_15_Agriculture","11270_15_Agriculture","11270_15","Agriculture",0,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,0,0,0,0,0,0,0,FALSE,30
"115","1_11270_15_Developed","11270_15_Developed","11270_15","Developed",0,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,1,137,0,0,0,0,0,FALSE,30
"116","1_11270_15_UN","11270_15_UN","11270_15","UN",0,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,0,0,0,0,0,0,0,FALSE,30
"117","1_11270_15_UE","11270_15_UE","11270_15","UE",0,"Inter-Mountain Basins Semi-Desert Shrub-Steppe",1,0,0,0,0,0,0,0,FALSE,30
"118","1_11350_15_28_A","11350_15_28_A","11350_15_28","A",4,"Inter-Mountain Basins Semi-Desert Grassland",1,0,0,0,0,0,0,0,FALSE,30
"119","1_11350_15_28_B","11350_15_28_B","11350_15_28","B",74,"Inter-Mountain Basins Semi-Desert Grassland",1,34,134,25,34,134,25,0,FALSE,30
"120","1_11350_15_28_C","11350_15_28_C","11350_15_28","C",20,"Inter-Mountain Basins Semi-Desert Grassland",1,6,134,4,6,134,4,0,FALSE,30
"121","1_11350_15_28_D","11350_15_28_D","11350_15_28","D",2,"Inter-Mountain Basins Semi-Desert Grassland",1,94,134,70,94,134,70,0,FALSE,30
"122","1_11350_15_28_E","11350_15_28_E","11350_15_28","E",0,"Inter-Mountain Basins Semi-Desert Grassland",1,0,0,0,0,0,0,0,FALSE,30
"123","1_11350_15_28_Agriculture","11350_15_28_Agriculture","11350_15_28","Agriculture",0,"Inter-Mountain Basins Semi-Desert Grassland",1,0,0,0,0,0,0,0,FALSE,30
"124","1_11350_15_28_Developed","11350_15_28_Developed","11350_15_28","Developed",0,"Inter-Mountain Basins Semi-Desert Grassland",1,0,0,0,0,0,0,0,FALSE,30
"125","1_11350_15_28_UN","11350_15_28_UN","11350_15_28","UN",0,"Inter-Mountain Basins Semi-Desert Grassland",1,0,0,0,0,0,0,0,FALSE,30
"126","1_11350_15_28_UE","11350_15_28_UE","11350_15_28","UE",0,"Inter-Mountain Basins Semi-Desert Grassland",1,0,0,0,0,0,0,0,FALSE,30
"127","1_11460_15_16_23_24_25_28_A","11460_15_16_23_24_25_28_A","11460_15_16_23_24_25_28","A",19,"Southern Rocky Mountain Montane-Subalpine Grassland",1,39,810,4,39,810,4,0,FALSE,180
"128","1_11460_15_16_23_24_25_28_B","11460_15_16_23_24_25_28_B","11460_15_16_23_24_25_28","B",33,"Southern Rocky Mountain Montane-Subalpine Grassland",1,29,810,3,29,810,3,0,FALSE,180
"129","1_11460_15_16_23_24_25_28_C","11460_15_16_23_24_25_28_C","11460_15_16_23_24_25_28","C",48,"Southern Rocky Mountain Montane-Subalpine Grassland",1,709,810,87,709,810,87,0,FALSE,180
"130","1_11460_15_16_23_24_25_28_D","11460_15_16_23_24_25_28_D","11460_15_16_23_24_25_28","D",0,"Southern Rocky Mountain Montane-Subalpine Grassland",1,0,0,0,0,0,0,0,FALSE,180
"131","1_11460_15_16_23_24_25_28_E","11460_15_16_23_24_25_28_E","11460_15_16_23_24_25_28","E",0,"Southern Rocky Mountain Montane-Subalpine Grassland",1,0,0,0,0,0,0,0,FALSE,180
"132","1_11460_15_16_23_24_25_28_Agriculture","11460_15_16_23_24_25_28_Agriculture","11460_15_16_23_24_25_28","Agriculture",0,"Southern Rocky Mountain Montane-Subalpine Grassland",1,0,0,0,0,0,0,0,FALSE,180
"133","1_11460_15_16_23_24_25_28_Developed","11460_15_16_23_24_25_28_Developed","11460_15_16_23_24_25_28","Developed",0,"Southern Rocky Mountain Montane-Subalpine Grassland",1,0,0,0,0,0,0,0,FALSE,180
"134","1_11460_15_16_23_24_25_28_UN","11460_15_16_23_24_25_28_UN","11460_15_16_23_24_25_28","UN",0,"Southern Rocky Mountain Montane-Subalpine Grassland",1,9,810,1,9,810,1,0,FALSE,180
"135","1_11460_15_16_23_24_25_28_UE","11460_15_16_23_24_25_28_UE","11460_15_16_23_24_25_28","UE",0,"Southern Rocky Mountain Montane-Subalpine Grassland",1,24,810,2,24,810,2,0,FALSE,180
"136","1_11552_13_14_15_A","11552_13_14_15_A","11552_13_14_15","A",18,"North American Warm Desert Riparian Systems - Stringers",1,1,4,25,1,4,25,0,FALSE,1
"137","1_11552_13_14_15_B","11552_13_14_15_B","11552_13_14_15","B",28,"North American Warm Desert Riparian Systems - Stringers",1,0,0,0,0,0,0,0,FALSE,1
"138","1_11552_13_14_15_C","11552_13_14_15_C","11552_13_14_15","C",54,"North American Warm Desert Riparian Systems - Stringers",1,3,4,75,3,4,75,0,FALSE,1
"139","1_11552_13_14_15_D","11552_13_14_15_D","11552_13_14_15","D",0,"North American Warm Desert Riparian Systems - Stringers",1,0,0,0,0,0,0,0,FALSE,1
"140","1_11552_13_14_15_E","11552_13_14_15_E","11552_13_14_15","E",0,"North American Warm Desert Riparian Systems - Stringers",1,0,0,0,0,0,0,0,FALSE,1
"141","1_11552_13_14_15_Agriculture","11552_13_14_15_Agriculture","11552_13_14_15","Agriculture",0,"North American Warm Desert Riparian Systems - Stringers",1,0,0,0,0,0,0,0,FALSE,1
"142","1_11552_13_14_15_Developed","11552_13_14_15_Developed","11552_13_14_15","Developed",0,"North American Warm Desert Riparian Systems - Stringers",1,0,0,0,0,0,0,0,FALSE,1
"143","1_11552_13_14_15_UN","11552_13_14_15_UN","11552_13_14_15","UN",0,"North American Warm Desert Riparian Systems - Stringers",1,0,0,0,0,0,0,0,FALSE,1
"144","1_11552_13_14_15_UE","11552_13_14_15_UE","11552_13_14_15","UE",0,"North American Warm Desert Riparian Systems - Stringers",1,0,0,0,0,0,0,0,FALSE,1
"145","1_11590_15_A","11590_15_A","11590_15","A",26,"Rocky Mountain Montane Riparian Systems",1,306,7582,4,307,7582,4,0,FALSE,1683
"146","1_11590_15_B","11590_15_B","11590_15","B",58,"Rocky Mountain Montane Riparian Systems",1,1903,7582,25,1903,7582,25,0,FALSE,1683
"147","1_11590_15_C","11590_15_C","11590_15","C",16,"Rocky Mountain Montane Riparian Systems",1,5237,7582,69,5236,7582,69,0,FALSE,1683
"148","1_11590_15_D","11590_15_D","11590_15","D",0,"Rocky Mountain Montane Riparian Systems",1,0,0,0,0,0,0,0,FALSE,1683
"149","1_11590_15_E","11590_15_E","11590_15","E",0,"Rocky Mountain Montane Riparian Systems",1,0,0,0,0,0,0,0,FALSE,1683
"150","1_11590_15_Agriculture","11590_15_Agriculture","11590_15","Agriculture",0,"Rocky Mountain Montane Riparian Systems",1,0,0,0,0,0,0,0,FALSE,1683
