class_id,model_label
Mid1:CLS,11600_20_29_B
Early1:ALL,11600_21_A
Mid1:CLS,11600_21_B
Early1:ALL,11600_23_A
Mid1:CLS,11600_23_B
Early1:ALL,11600_8_9_A
Mid1:ALL,11600_8_9_B
Early1:ALL,11610_21_A
Mid1:CLS,11610_21_B
Late1:CLS,11610_21_C
Early1:ALL,11610_9_10_19_A
Mid1:CLS,11610_9_10_19_B
Late1:CLS,11610_9_10_19_C
Early1:ALL,11620_20_A
Early2:OPN,11620_20_B
Mid1:CLS,11620_20_C
Late1:CLS,11620_20_D
Late2:CLS,11620_20_E
Early1:ALL,11620_22_A
Early1:CLS,11620_22_B
Mid1:CLS,11620_22_C
Late1:OPN,11620_22_D
Late1:CLS,11620_22_E
Early1:ALL,11620_27_33_A
Mid1:OPN,11620_27_33_B
Late1:CLS,11620_27_33_C
Early1:ALL,11620_29_30_A
Mid1:CLS,11620_29_30_B
Late1:CLS,11620_29_30_C
Late2:CLS,11620_29_30_D
Late3:CLS,11620_29_30_E
Early1:ALL,11620_31_39_40_A
Mid1:CLS,11620_31_39_40_B
Late1:CLS,11620_31_39_40_C
Late2:CLS,11620_31_39_40_D
Late3:CLS,11620_31_39_40_E
Early1:OPN,11620_32_35_A
Late1:CLS,11620_32_35_B
Early1:ALL,11620_34_A
Mid1:OPN,11620_34_B
Late1:CLS,11620_34_C
Early1:ALL,11620_38_A
Mid1:CLS,11620_38_B
Late1:CLS,11620_38_C
Late2:CLS,11620_38_D
Late3:CLS,11620_38_E
Early1:ALL,11630_3_4_5_A
Mid1:CLS,11630_3_4_5_B
Mid1:OPN,11630_3_4_5_C
Early1:ALL,11650_1_7_8_A
Late1:OPN,11650_1_7_8_B
Late2:CLS,11650_1_7_8_C
Early1:ALL,11650_9_A
Mid1:CLS,11650_9_B
Mid1:OPN,11650_9_C
Late1:OPN,11650_9_D
Early1:ALL,11660_21_A
Mid1:CLS,11660_21_B
Mid1:OPN,11660_21_C
Late1:OPN,11660_21_D
Late1:CLS,11660_21_E
Early1:ALL,11660_22_A
Mid1:CLS,11660_22_B
Mid1:OPN,11660_22_C
Late1:OPN,11660_22_D
Late1:CLS,11660_22_E
Early1:ALL,11660_29_A
Mid1:CLS,11660_29_B
Mid1:OPN,11660_29_C
Late1:OPN,11660_29_D
Late1:CLS,11660_29_E
Early1:ALL,11660_9_10_19_A
Mid1:CLS,11660_9_10_19_B
Mid1:OPN,11660_9_10_19_C
Late1:OPN,11660_9_10_19_D
Late1:CLS,11660_9_10_19_E
Early1:ALL,11662_19_A
Mid1:CLS,11662_19_B
Mid1:OPN,11662_19_C
Late1:OPN,11662_19_D
Early1:ALL,11670_1_7_9_A
Late1:CLS,11670_1_7_9_B
Late1:OPN,11670_1_7_9_C
Early1:ALL,11670_10_19_A
Mid1:CLS,11670_10_19_B
Mid1:OPN,11670_10_19_C
Late1:CLS,11670_10_19_D
Early1:ALL,11670_21_A
Mid1:CLS,11670_21_B
Mid1:OPN,11670_21_C
Late1:CLS,11670_21_D
Early1:ALL,11700_2_3_7_A
Mid1:OPN,11700_2_3_7_B
Late1:OPN,11700_2_3_7_C
Early1:ALL,11710_1_A
Late1:CLS,11710_1_B
Early1:ALL,11710_7_A
Late1:CLS,11710_7_B
Early1:ALL,11720_7_A
Mid1:CLS,11720_7_B
Mid1:OPN,11720_7_C
Late1:OPN,11720_7_D
Late1:CLS,11720_7_E
Early1:ALL,11730_1_7_A
Late1:CLS,11730_1_7_B
Early1:ALL,11740_1_7_A
Mid1:CLS,11740_1_7_B
Mid1:OPN,11740_1_7_C
Late1:OPN,11740_1_7_D
Late1:CLS,11740_1_7_E
Early1:ALL,11770_3_A
Mid1:OPN,11770_3_B
Late1:CLS,11770_3_C
Early1:ALL,11770_4_A
Mid1:OPN,11770_4_B
Late1:CLS,11770_4_C
Early1:ALL,11780_1_2_7_A
Mid1:CLS,11780_1_2_7_B
Late1:CLS,11780_1_2_7_C
Early1:ALL,11790_31_A
Mid1:OPN,11790_31_B
Late1:CLS,11790_31_C
Early1:ALL,11791_29_30_A
Mid1:CLS,11791_29_30_B
Mid1:OPN,11791_29_30_C
Late1:OPN,11791_29_30_D
Late1:CLS,11791_29_30_E
Early1:ALL,11792_29_30_A
Mid1:CLS,11792_29_30_B
Mid1:OPN,11792_29_30_C
Late1:OPN,11792_29_30_D
Late1:CLS,11792_29_30_E
Early1:ALL,13010_40_A
Mid1:CLS,13010_40_B
Late1:CLS,13010_40_C
Late2:CLS,13010_40_D
Early1:ALL,13020_40_A
Early2:ALL,13020_40_B
Mid1:CLS,13020_40_C
Late1:CLS,13020_40_D
Mid2:CLS,13020_40_E
Early1:ALL,13020_63_A
Early2:ALL,13020_63_B
Mid1:CLS,13020_63_C
Late1:CLS,13020_63_D
Mid2:CLS,13020_63_E
Early1:ALL,13020_64_A
Early2:ALL,13020_64_B
Mid1:CLS,13020_64_C
Late1:CLS,13020_64_D
Mid2:CLS,13020_64_E
Early1:ALL,13020_65_66_A
Early2:ALL,13020_65_66_B
Mid1:CLS,13020_65_66_C
Late1:CLS,13020_65_66_D
Mid2:CLS,13020_65_66_E
Early1:ALL,13022_41_50_51_A
Early2:ALL,13022_41_50_51_B
Mid1:CLS,13022_41_50_51_C
Late1:CLS,13022_41_50_51_D
Mid2:CLS,13022_41_50_51_E
Early1:ALL,13023_51_A
Early2:ALL,13023_51_B
Mid1:CLS,13023_51_C
Late1:CLS,13023_51_D
Mid2:CLS,13023_51_E
Early1:ALL,13030_60_A
Mid1:OPN,13030_60_B
Mid2:OPN,13030_60_C
Late1:CLS,13030_60_D
Late2:CLS,13030_60_E
Early1:ALL,13030_61_63_64_65_66_A
Mid1:OPN,13030_61_63_64_65_66_B
Mid2:OPN,13030_61_63_64_65_66_C
Late1:CLS,13030_61_63_64_65_66_D
Late2:CLS,13030_61_63_64_65_66_E
Early1:ALL,13030_62_A
Mid1:OPN,13030_62_B
Mid2:OPN,13030_62_C
Late1:CLS,13030_62_D
Late2:CLS,13030_62_E
Early1:ALL,13040_32_43_44_49_A
Mid1:CLS,13040_32_43_44_49_B
Mid1:OPN,13040_32_43_44_49_C
Late1:OPN,13040_32_43_44_49_D
Late1:CLS,13040_32_43_44_49_E
Early1:ALL,13050_47_48_A
Mid1:CLS,13050_47_48_B
Mid1:OPN,13050_47_48_C
Late1:CLS,13050_47_48_D
Late2:CLS,13050_47_48_E
Early1:ALL,13050_49_A
Mid1:OPN,13050_49_B
Late1:OPN,13050_49_C
Late2:CLS,13050_49_D
Late3:CLS,13050_49_E
Early1:ALL,13050_53_A
Mid1:CLS,13050_53_B
Mid1:OPN,13050_53_C
Late1:CLS,13050_53_D
Late2:CLS,13050_53_E
Early1:ALL,13060_47_48_A
Mid1:CLS,13060_47_48_B
Mid1:OPN,13060_47_48_C
Late1:OPN,13060_47_48_D
Late1:CLS,13060_47_48_E
Early1:ALL,13070_46_47_48_A
Mid1:CLS,13070_46_47_48_B
Mid1:OPN,13070_46_47_48_C
Late1:OPN,13070_46_47_48_D
Late1:CLS,13070_46_47_48_E
Early1:ALL,13080_32_35_A
Mid2:CLS,13080_32_35_B
Mid1:OPN,13080_32_35_C
Late1:OPN,13080_32_35_D
Late2:CLS,13080_32_35_E
Early1:ALL,13080_38_43_44_A
Mid2:CLS,13080_38_43_44_B
Mid1:OPN,13080_38_43_44_C
Late1:OPN,13080_38_43_44_D
Late2:CLS,13080_38_43_44_E
Early1:ALL,13090_53_57_A
Mid1:CLS,13090_53_57_B
Mid1:OPN,13090_53_57_C
Late1:OPN,13090_53_57_D
Late1:CLS,13090_53_57_E
Early1:ALL,13100_38_42_43_A
Mid1:OPN,13100_38_42_43_B
Mid2:OPN,13100_38_42_43_C
Mid3:CLS,13100_38_42_43_D
Late1:CLS,13100_38_42_43_E
Early1:ALL,13100_39_A
Mid1:OPN,13100_39_B
Mid2:OPN,13100_39_C
Mid3:CLS,13100_39_D
Late2:CLS,13100_39_E
Early1:ALL,13100_41_62_A
Mid1:OPN,13100_41_62_B
Mid2:OPN,13100_41_62_C
Mid3:CLS,13100_41_62_D
Late1:CLS,13100_41_62_E
Early1:ALL,13100_44_50_A
Mid1:OPN,13100_44_50_B
Mid2:OPN,13100_44_50_C
Mid3:CLS,13100_44_50_D
Late2:CLS,13100_44_50_E
Early1:ALL,13100_47_A
Mid1:OPN,13100_47_B
Mid2:OPN,13100_47_C
Late1:OPN,13100_47_D
Late2:CLS,13100_47_E
Early1:ALL,13100_49_A
Mid1:OPN,13100_49_B
Mid2:OPN,13100_49_C
Mid3:CLS,13100_49_D
Late1:CLS,13100_49_E
Early1:ALL,13100_51_A
Mid1:OPN,13100_51_B
Mid2:OPN,13100_51_C
Late1:OPN,13100_51_D
Late2:CLS,13100_51_E
Early1:ALL,13100_52_A
Mid1:OPN,13100_52_B
Mid2:OPN,13100_52_C
Mid3:CLS,13100_52_D
Late1:CLS,13100_52_E
Early1:ALL,13110_39_A
Mid1:OPN,13110_39_B
Mid2:OPN,13110_39_C
Late1:CLS,13110_39_D
Late2:CLS,13110_39_E
Early1:ALL,13110_42_43_A
Mid1:OPN,13110_42_43_B
Mid2:OPN,13110_42_43_C
Late1:OPN,13110_42_43_D
Late2:CLS,13110_42_43_E
Early1:ALL,13110_44_A
Mid1:OPN,13110_44_B
Mid2:OPN,13110_44_C
Late1:CLS,13110_44_D
Late2:CLS,13110_44_E
Early1:ALL,13110_49_A
Mid1:OPN,13110_49_B
Mid2:OPN,13110_49_C
Late1:OPN,13110_49_D
Late2:CLS,13110_49_E
Early1:ALL,13110_50_A
Mid1:OPN,13110_50_B
Mid2:OPN,13110_50_C
Late1:CLS,13110_50_D
Late2:CLS,13110_50_E
Early1:ALL,13110_51_A
Mid1:OPN,13110_51_B
Mid2:OPN,13110_51_C
Late1:OPN,13110_51_D
Late2:CLS,13110_51_E
Early1:ALL,13110_52_A
Mid1:OPN,13110_52_B
Mid2:OPN,13110_52_C
Late1:OPN,13110_52_D
Late2:CLS,13110_52_E
Early1:ALL,13120_44_A
Mid1:CLS,13120_44_B
Mid1:OPN,13120_44_C
Late1:OPN,13120_44_D
Late2:CLS,13120_44_E
Early1:ALL,13130_47_50_51_A
Mid1:ALL,13130_47_50_51_B
Mid2:CLS,13130_47_50_51_C
Late1:CLS,13130_47_50_51_D
Early1:ALL,13130_49_52_62_A
Mid1:ALL,13130_49_52_62_B
Mid2:CLS,13130_49_52_62_C
Late1:CLS,13130_49_52_62_D
Early1:ALL,13140_38_39_40_41_42_43_44_50_A
Mid1:ALL,13140_38_39_40_41_42_43_44_50_B
Mid2:CLS,13140_38_39_40_41_42_43_44_50_C
Late1:CLS,13140_38_39_40_41_42_43_44_50_D
Early1:ALL,13140_49_A
Mid1:ALL,13140_49_B
Mid2:CLS,13140_49_C
Late1:CLS,13140_49_D
Early1:ALL,13150_48_53_57_59_61_A
Mid1:CLS,13150_48_53_57_59_61_B
Mid1:OPN,13150_48_53_57_59_61_C
Late1:OPN,13150_48_53_57_59_61_D
Late1:CLS,13150_48_53_57_59_61_E
Early1:ALL,13160_54_57_59_61_A
Mid1:CLS,13160_54_57_59_61_B
Mid1:OPN,13160_54_57_59_61_C
Late1:OPN,13160_54_57_59_61_D
Late1:CLS,13160_54_57_59_61_E
Early1:ALL,13160_60_A
Mid1:CLS,13160_60_B
Mid1:OPN,13160_60_C
Late1:OPN,13160_60_D
Late1:CLS,13160_60_E
Early1:ALL,13170_48_53_A
Mid1:CLS,13170_48_53_B
Mid1:OPN,13170_48_53_C
Late1:CLS,13170_48_53_D
Late2:CLS,13170_48_53_E
Early1:ALL,13170_57_61_A
Mid1:CLS,13170_57_61_B
Mid1:OPN,13170_57_61_C
Late1:OPN,13170_57_61_D
Late1:CLS,13170_57_61_E
Early1:ALL,13170_62_A
Mid1:OPN,13170_62_B
Late1:OPN,13170_62_C
Late2:CLS,13170_62_D
Early1:ALL,13180_48_53_A
Mid1:CLS,13180_48_53_B
Late1:OPN,13180_48_53_C
Late1:CLS,13180_48_53_D
Early1:ALL,13180_57_59_61_A
Mid1:CLS,13180_57_59_61_B
Mid1:OPN,13180_57_59_61_C
Late1:OPN,13180_57_59_61_D
Late1:CLS,13180_57_59_61_E
Early1:ALL,13200_48_57_61_A
Mid1:CLS,13200_48_57_61_B
Mid1:OPN,13200_48_57_61_C
Late1:OPN,13200_48_57_61_D
Late1:CLS,13200_48_57_61_E
Early1:ALL,13210_47_48_53_57_A
Mid1:CLS,13210_47_48_53_57_B
Late1:CLS,13210_47_48_53_57_C
Late2:CLS,13210_47_48_53_57_D
Early1:ALL,13210_49_A
Mid1:CLS,13210_49_B
Late1:CLS,13210_49_C
Early1:ALL,13210_61_63_A
Mid1:CLS,13210_61_63_B
Late1:OPN,13210_61_63_C
Late1:CLS,13210_61_63_D
Late2:CLS,13210_61_63_E
Early1:ALL,13210_62_A
Mid1:CLS,13210_62_B
Late1:CLS,13210_62_C
Early1:ALL,13220_45_A
Mid1:CLS,13220_45_B
Late1:OPN,13220_45_C
Late1:CLS,13220_45_D
Early1:ALL,13230_32_36_37_44_45_98_A
Mid1:CLS,13230_32_36_37_44_45_98_B
Mid1:OPN,13230_32_36_37_44_45_98_C
Late1:OPN,13230_32_36_37_44_45_98_D
Late1:CLS,13230_32_36_37_44_45_98_E
Early1:ALL,13240_60_65_66_A
Mid1:CLS,13240_60_65_66_B
Mid1:OPN,13240_60_65_66_C
Late1:OPN,13240_60_65_66_D
Late1:CLS,13240_60_65_66_E
Early1:ALL,13250_46_47_48_A
Mid1:CLS,13250_46_47_48_B
Mid1:OPN,13250_46_47_48_C
Late1:OPN,13250_46_47_48_D
Late1:CLS,13250_46_47_48_E
Early1:ALL,13260_47_A
Mid1:CLS,13260_47_B
Mid1:OPN,13260_47_C
Late1:OPN,13260_47_D
Late1:CLS,13260_47_E
Early1:ALL,13260_49_A
Mid1:OPN,13260_49_B
Late1:OPN,13260_49_C
Late2:CLS,13260_49_D
Early1:ALL,13270_45_46_47_A
Mid1:CLS,13270_45_46_47_B
Mid1:OPN,13270_45_46_47_C
Late1:OPN,13270_45_46_47_D
Late1:CLS,13270_45_46_47_E
Early1:ALL,13280_46_99_A
Mid1:CLS,13280_46_99_B
Mid1:OPN,13280_46_99_C
Late1:OPN,13280_46_99_D
Late1:CLS,13280_46_99_E
Early1:ALL,13290_45_46_99_A
Mid1:CLS,13290_45_46_99_B
Mid1:OPN,13290_45_46_99_C
Late1:OPN,13290_45_46_99_D
Late1:CLS,13290_45_46_99_E
Early1:ALL,13300_46_48_54_55_56_99_A
Mid1:CLS,13300_46_48_54_55_56_99_B
Mid1:OPN,13300_46_48_54_55_56_99_C
Late1:OPN,13300_46_48_54_55_56_99_D
Late1:CLS,13300_46_48_54_55_56_99_E
Early1:ALL,13310_39_40_41_A
Mid1:ALL,13310_39_40_41_B
Late1:ALL,13310_39_40_41_C
Early1:ALL,13330_56_A
Mid1:CLS,13330_56_B
Mid1:OPN,13330_56_C
Late1:OPN,13330_56_D
Late1:CLS,13330_56_E
Early1:ALL,13340_32_43_44_A
Mid1:CLS,13340_32_43_44_B
Late1:CLS,13340_32_43_44_C
Early1:ALL,13350_55_58_60_A
Mid1:CLS,13350_55_58_60_B
Mid1:OPN,13350_55_58_60_C
Late1:OPN,13350_55_58_60_D
Late1:CLS,13350_55_58_60_E
Early1:ALL,13360_56_A
Mid1:OPN,13360_56_B
Mid2:CLS,13360_56_C
Late1:CLS,13360_56_D
Late2:CLS,13360_56_E
Early1:ALL,13370_56_A
Mid1:OPN,13370_56_B
Mid1:CLS,13370_56_C
Late1:CLS,13370_56_D
Late2:CLS,13370_56_E
Early1:ALL,13380_36_A
Late1:CLS,13380_36_B
Early1:ALL,13390_36_37_98_A
Mid1:CLS,13390_36_37_98_B
Mid1:OPN,13390_36_37_98_C
Early1:OPN,13400_61_A
Mid1:OPN,13400_61_B
Late1:OPN,13400_61_C
Early1:ALL,13420_59_A
Mid1:CLS,13420_59_B
Mid1:OPN,13420_59_C
Late1:OPN,13420_59_D
Late1:CLS,13420_59_E
Early1:ALL,13430_54_55_A
Mid1:CLS,13430_54_55_B
Mid1:OPN,13430_54_55_C
Late1:OPN,13430_54_55_D
Late1:CLS,13430_54_55_E
Early1:ALL,13430_58_60_A
Mid1:CLS,13430_58_60_B
Mid1:OPN,13430_58_60_C
Late1:OPN,13430_58_60_D
Late1:CLS,13430_58_60_E
Early1:ALL,13440_41_A
Early2:CLS,13440_41_B
Mid1:CLS,13440_41_C
Mid2:CLS,13440_41_D
Late1:CLS,13440_41_E
Early1:ALL,13440_66_A
Mid1:CLS,13440_66_B
Mid2:CLS,13440_66_C
Late1:CLS,13440_66_D
Late2:CLS,13440_66_E
Early1:ALL,13441_51_A
Mid1:OPN,13441_51_B
Mid2:OPN,13441_51_C
Late1:CLS,13441_51_D
Early1:ALL,13442_51_A
Mid1:CLS,13442_51_B
Mid2:CLS,13442_51_C
Late1:CLS,13442_51_D
Early1:ALL,13460_54_55_58_A
Mid1:CLS,13460_54_55_58_B
Mid1:OPN,13460_54_55_58_C
Late1:OPN,13460_54_55_58_D
Late1:CLS,13460_54_55_58_E
Early1:ALL,13470_55_58_60_A
Mid1:CLS,13470_55_58_60_B
Mid1:OPN,13470_55_58_60_C
Late1:OPN,13470_55_58_60_D
Late1:CLS,13470_55_58_60_E
Early1:ALL,13480_37_45_98_A
Mid1:CLS,13480_37_45_98_B
Mid1:OPN,13480_37_45_98_C
Late1:OPN,13480_37_45_98_D
Late1:CLS,13480_37_45_98_E
Early1:ALL,13490_46_48_54_55_99_A
Mid1:CLS,13490_46_48_54_55_99_B
Mid1:OPN,13490_46_48_54_55_99_C
Late1:OPN,13490_46_48_54_55_99_D
Late1:CLS,13490_46_48_54_55_99_E
Early1:ALL,13500_57_A
Mid1:CLS,13500_57_B
Mid1:OPN,13500_57_C
Late1:OPN,13500_57_D
Late1:CLS,13500_57_E
Early1:ALL,13500_61_A
Mid1:CLS,13500_61_B
Mid1:OPN,13500_61_C
Late1:CLS,13500_61_D
Early1:ALL,13510_48_54_59_A
Mid1:CLS,13510_48_54_59_B
Mid1:OPN,13510_48_54_59_C
Late1:OPN,13510_48_54_59_D
Late1:CLS,13510_48_54_59_E
Early1:ALL,13520_53_54_57_59_60_61_A
Mid1:CLS,13520_53_54_57_59_60_61_B
Mid1:OPN,13520_53_54_57_59_60_61_C
Late1:OPN,13520_53_54_57_59_60_61_D
Late1:CLS,13520_53_54_57_59_60_61_E
Early1:ALL,13530_46_48_53_54_57_59_60_61_A
Mid1:CLS,13530_46_48_53_54_57_59_60_61_B
Mid1:OPN,13530_46_48_53_54_57_59_60_61_C
Late1:OPN,13530_46_48_53_54_57_59_60_61_D
Late1:CLS,13530_46_48_53_54_57_59_60_61_E
Early1:ALL,13530_47_A
Mid1:CLS,13530_47_B
Mid1:OPN,13530_47_C
Late1:OPN,13530_47_D
Late1:CLS,13530_47_E
Early1:ALL,13540_64_66_A
Mid1:OPN,13540_64_66_B
Mid2:CLS,13540_64_66_C
Late1:CLS,13540_64_66_D
Late2:CLS,13540_64_66_E
Early1:ALL,13550_60_65_A
Mid1:OPN,13550_60_65_B
Mid2:CLS,13550_60_65_C
Late1:CLS,13550_60_65_D
Late2:CLS,13550_60_65_E
Early1:ALL,13560_55_56_99_A
Mid1:CLS,13560_55_56_99_B
Mid1:OPN,13560_55_56_99_C
Late1:OPN,13560_55_56_99_D
Late1:CLS,13560_55_56_99_E
Early1:ALL,13570_46_47_55_58_99_A
Mid1:CLS,13570_46_47_55_58_99_B
Mid1:OPN,13570_46_47_55_58_99_C
Late1:OPN,13570_46_47_55_58_99_D
Late1:CLS,13570_46_47_55_58_99_E
Early1:ALL,13580_35_36_A
Mid1:CLS,13580_35_36_B
Mid1:OPN,13580_35_36_C
Late1:OPN,13580_35_36_D
Late1:CLS,13580_35_36_E
Early1:ALL,13600_56_A
Mid1:CLS,13600_56_B
Mid1:OPN,13600_56_C
Late1:OPN,13600_56_D
Late1:CLS,13600_56_E
Early1:ALL,13610_58_60_A
Mid1:CLS,13610_58_60_B
Mid1:OPN,13610_58_60_C
Late1:OPN,13610_58_60_D
Late1:CLS,13610_58_60_E
Early1:ALL,13620_41_50_A
Mid1:OPN,13620_41_50_B
Mid2:CLS,13620_41_50_C
Late1:CLS,13620_41_50_D
Late2:OPN,13620_41_50_E
Early1:ALL,13620_51_63_64_65_66_A
Mid1:CLS,13620_51_63_64_65_66_B
Mid2:OPN,13620_51_63_64_65_66_C
Late1:CLS,13620_51_63_64_65_66_D
Early1:ALL,13622_41_50_A
Mid1:CLS,13622_41_50_B
Mid2:CLS,13622_41_50_C
Late1:CLS,13622_41_50_D
Late2:CLS,13622_41_50_E
Early1:ALL,13630_47_53_A
Mid1:CLS,13630_47_53_B
Mid1:OPN,13630_47_53_C
Late1:OPN,13630_47_53_D
Late2:CLS,13630_47_53_E
Early1:ALL,13640_32_44_49_A
Mid1:CLS,13640_32_44_49_B
Mid1:OPN,13640_32_44_49_C
Late1:OPN,13640_32_44_49_D
Late2:CLS,13640_32_44_49_E
Early1:CLS,13651_40_41_50_A
Early2:CLS,13651_40_41_50_B
Mid1:CLS,13651_40_41_50_C
Late1:CLS,13651_40_41_50_D
Early1:CLS,13651_51_A
Early2:CLS,13651_51_B
Mid1:CLS,13651_51_C
Late1:CLS,13651_51_D
Early1:CLS,13652_41_A
Early2:CLS,13652_41_B
Mid1:CLS,13652_41_C
Late1:CLS,13652_41_D
Early1:CLS,13652_51_A
Early2:CLS,13652_51_B
Mid1:CLS,13652_51_C
Late1:CLS,13652_51_D
Early1:ALL,13653_41_A
Mid1:CLS,13653_41_B
Late1:CLS,13653_41_C
Late2:CLS,13653_41_D
Late3:CLS,13653_41_E
Early1:ALL,13660_50_A
Early2:CLS,13660_50_B
Mid1:CLS,13660_50_C
Late1:CLS,13660_50_D
Early1:ALL,13660_51_63_64_65_66_A
Early2:CLS,13660_51_63_64_65_66_B
Mid1:CLS,13660_51_63_64_65_66_C
Late1:CLS,13660_51_63_64_65_66_D
Early1:ALL,13670_32_44_A
Mid1:CLS,13670_32_44_B
Mid1:OPN,13670_32_44_C
Late1:OPN,13670_32_44_D
Late1:CLS,13670_32_44_E
Early1:ALL,13680_46_48_54_57_59_60_61_A
Mid1:CLS,13680_46_48_54_57_59_60_61_B
Mid1:OPN,13680_46_48_54_57_59_60_61_C
Late1:OPN,13680_46_48_54_57_59_60_61_D
Late1:CLS,13680_46_48_54_57_59_60_61_E
Early1:ALL,13690_60_61_63_64_65_66_A
Mid1:CLS,13690_60_61_63_64_65_66_B
Mid1:OPN,13690_60_61_63_64_65_66_C
Late1:OPN,13690_60_61_63_64_65_66_D
Late1:CLS,13690_60_61_63_64_65_66_E
Early1:ALL,13700_53_61_62_A
Mid1:CLS,13700_53_61_62_B
Mid1:OPN,13700_53_61_62_C
Late1:CLS,13700_53_61_62_D
Early1:ALL,13700_60_63_64_65_66_A
Mid1:CLS,13700_60_63_64_65_66_B
Mid1:OPN,13700_60_63_64_65_66_C
Late1:CLS,13700_60_63_64_65_66_D
Early1:ALL,13710_32_36_37_45_98_A
Mid1:CLS,13710_32_36_37_45_98_B
Mid1:OPN,13710_32_36_37_45_98_C
Late1:OPN,13710_32_36_37_45_98_D
Late1:CLS,13710_32_36_37_45_98_E
Early1:ALL,13710_44_A
Mid1:CLS,13710_44_B
Mid1:OPN,13710_44_C
Late1:OPN,13710_44_D
Late1:CLS,13710_44_E
Early1:ALL,13720_46_99_A
Mid1:CLS,13720_46_99_B
Mid1:OPN,13720_46_99_C
Late1:OPN,13720_46_99_D
Late1:CLS,13720_46_99_E
Early1:ALL,13730_63_64_A
Mid1:CLS,13730_63_64_B
Mid2:OPN,13730_63_64_C
Late1:CLS,13730_63_64_D
Late2:CLS,13730_63_64_E
Early1:ALL,13730_65_66_A
Mid1:CLS,13730_65_66_B
Mid2:OPN,13730_65_66_C
Late1:CLS,13730_65_66_D
Late2:CLS,13730_65_66_E
Early1:ALL,13740_64_65_66_A
Mid1:CLS,13740_64_65_66_B
Mid2:CLS,13740_64_65_66_C
Late1:CLS,13740_64_65_66_D
Late2:CLS,13740_64_65_66_E
Early1:ALL,13750_60_A
Mid1:OPN,13750_60_B
Mid2:OPN,13750_60_C
Late1:OPN,13750_60_D
Late2:CLS,13750_60_E
Early1:ALL,13760_48_53_57_61_A
Mid1:CLS,13760_48_53_57_61_B
Mid1:OPN,13760_48_53_57_61_C
Late1:OPN,13760_48_53_57_61_D
Late1:CLS,13760_48_53_57_61_E
Early1:OPN,13770_60_61_63_64_65_66_A
Mid1:OPN,13770_60_61_63_64_65_66_B
Late1:CLS,13770_60_61_63_64_65_66_C
Late1:OPN,13770_60_61_63_64_65_66_D
Early1:ALL,13780_37_44_A
Mid1:CLS,13780_37_44_B
Mid1:OPN,13780_37_44_C
Late1:OPN,13780_37_44_D
Late1:CLS,13780_37_44_E
Early1:ALL,13790_60_65_A
Mid1:CLS,13790_60_65_B
Mid2:ALL,13790_60_65_C
Late1:OPN,13790_60_65_D
Late1:CLS,13790_60_65_E
Early1:ALL,13800_55_99_A
Mid1:CLS,13800_55_99_B
Mid1:OPN,13800_55_99_C
Late1:OPN,13800_55_99_D
Late1:CLS,13800_55_99_E
Early1:ALL,13810_45_A
Mid1:CLS,13810_45_B
Mid1:OPN,13810_45_C
Late1:OPN,13810_45_D
Late1:CLS,13810_45_E
Early1:ALL,13820_55_58_A
Mid1:CLS,13820_55_58_B
Mid1:OPN,13820_55_58_C
Late1:OPN,13820_55_58_D
Late1:CLS,13820_55_58_E
Early1:ALL,13830_32_35_36_A
Mid1:CLS,13830_32_35_36_B
Mid1:OPN,13830_32_35_36_C
Late1:OPN,13830_32_35_36_D
Late1:CLS,13830_32_35_36_E
Early1:ALL,13840_98_A
Mid1:CLS,13840_98_B
Mid1:OPN,13840_98_C
Late1:OPN,13840_98_D
Late1:CLS,13840_98_E
Early1:ALL,13850_20_A
Mid1:ALL,13850_20_B
Late1:ALL,13850_20_C
Early1:ALL,13850_29_30_A
Mid1:ALL,13850_29_30_B
Late1:ALL,13850_29_30_C
Early1:ALL,13850_31_39_40_42_A
Mid1:ALL,13850_31_39_40_42_B
Late1:ALL,13850_31_39_40_42_C
Early1:OPN,13860_66_A
Late1:OPN,13860_66_B
Early1:ALL,13870_55_56_A
Mid1:CLS,13870_55_56_B
Mid1:OPN,13870_55_56_C
Late1:OPN,13870_55_56_D
Late1:CLS,13870_55_56_E
Early1:OPN,13890_64_66_A
Early2:OPN,13890_64_66_B
Mid1:OPN,13890_64_66_C
Late1:OPN,13890_64_66_D
Early1:OPN,13900_35_36_A
Mid1:CLS,13900_35_36_B
Late1:CLS,13900_35_36_C
Early1:CLS,13920_35_A
Early1:CLS,13920_36_A
Early1:ALL,13930_26_34_A
Mid1:OPN,13930_26_34_B
Late1:OPN,13930_26_34_C
Early1:ALL,13930_32_35_A
Mid1:OPN,13930_32_35_B
Late1:CLS,13930_32_35_C
Early1:ALL,13940_39_40_41_A
Late1:OPN,13940_39_40_41_B
Late2:OPN,13940_39_40_41_C
Late3:CLS,13940_39_40_41_D
Early1:ALL,13940_42_A
Late1:OPN,13940_42_B
Late2:OPN,13940_42_C
Late3:CLS,13940_42_D
Early1:ALL,13940_44_49_A
Late1:OPN,13940_44_49_B
Late2:OPN,13940_44_49_C
Late3:CLS,13940_44_49_D
Early1:OPN,13940_50_51_A
Mid1:OPN,13940_50_51_B
Late1:OPN,13940_50_51_C
Late2:OPN,13940_50_51_D
Late3:CLS,13940_50_51_E
Early1:ALL,13940_52_A
Late1:OPN,13940_52_B
Late2:OPN,13940_52_C
Late3:CLS,13940_52_D
