class_id,model_label
Early1:ALL,10801_21_22_28_A
Mid1:OPN,10801_21_22_28_B
Late1:CLS,10801_21_22_28_C
Early1:ALL,10802_21_22_28_A
Mid1:OPN,10802_21_22_28_B
Late1:CLS,10802_21_22_28_C
Early1:ALL,10803_6_12_15_16_17_18_23_24_25_A
Mid1:OPN,10803_6_12_15_16_17_18_23_24_25_B
Late1:CLS,10803_6_12_15_16_17_18_23_24_25_C
Early1:ALL,10804_6_12_15_16_17_18_23_24_25_A
Mid1:OPN,10804_6_12_15_16_17_18_23_24_25_B
Mid1:CLS,10804_6_12_15_16_17_18_23_24_25_C
Late1:OPN,10804_6_12_15_16_17_18_23_24_25_D
Late1:CLS,10804_6_12_15_16_17_18_23_24_25_E
Early1:ALL,10810_15_16_23_24_28_A
Mid1:OPN,10810_15_16_23_24_28_B
Mid2:OPN,10810_15_16_23_24_28_C
Early1:ALL,10810_18_19_21_A
Mid1:OPN,10810_18_19_21_B
Early1:ALL,10810_22_A
Mid1:OPN,10810_22_B
Early1:ALL,10810_27_33_A
Mid1:OPN,10810_27_33_B
Mid2:OPN,10810_27_33_C
Early1:ALL,10810_6_12_13_17_A
Mid1:OPN,10810_6_12_13_17_B
Mid2:OPN,10810_6_12_13_17_C
Early1:ALL,10810_7_8_9_A
Mid1:OPN,10810_7_8_9_B
Late1:OPN,10810_7_8_9_C
Early1:ALL,10820_12_15_16_17_23_24_A
Late1:CLS,10820_12_15_16_17_23_24_B
Early1:OPN,10820_14_A
Late1:CLS,10820_14_B
Early1:ALL,10820_4_13_A
Late1:CLS,10820_4_13_B
Early1:OPN,10820_6_A
Late1:CLS,10820_6_B
Early1:ALL,10830_1_A
Mid1:ALL,10830_1_B
Mid1:ALL,10840_1_A
Early1:OPN,10850_20_A
Mid1:OPN,10850_20_B
Late1:CLS,10850_20_C
Early1:OPN,10850_29_30_A
Mid1:OPN,10850_29_30_B
Late1:CLS,10850_29_30_C
Early1:ALL,10860_13_16_17_18_21_23_A
Mid1:CLS,10860_13_16_17_18_21_23_B
Late1:CLS,10860_13_16_17_18_21_23_C
Late1:OPN,10860_13_16_17_18_21_23_D
Early1:ALL,10860_25_A
Mid1:CLS,10860_25_B
Mid1:OPN,10860_25_C
Late1:OPN,10860_25_D
Late1:CLS,10860_25_E
Early1:ALL,10860_26_A
Late1:OPN,10860_26_B
Early1:ALL,10860_27_31_33_A
Mid1:CLS,10860_27_31_33_B
Late1:CLS,10860_27_31_33_C
Early1:ALL,10860_28_A
Mid1:CLS,10860_28_B
Mid1:OPN,10860_28_C
Late1:OPN,10860_28_D
Late1:CLS,10860_28_E
Early1:OPN,10860_29_A
Mid1:OPN,10860_29_B
Late1:OPN,10860_29_C
Early1:ALL,10861_22_A
Mid1:CLS,10861_22_B
Late1:CLS,10861_22_C
Early1:OPN,10862_22_A
Mid1:OPN,10862_22_B
Late1:OPN,10862_22_C
Early1:OPN,10870_4_6_12_13_14_15_17_24_25_A
Late1:CLS,10870_4_6_12_13_14_15_17_24_25_B
Early1:ALL,10880_12_13_14_25_A
Late1:OPN,10880_12_13_14_25_B
Early1:ALL,10880_4_5_A
Late1:OPN,10880_4_5_B
Early1:OPN,10900_14_A
Late1:ALL,10900_14_B
Early1:ALL,10910_13_14_A
Mid1:OPN,10910_13_14_B
Late1:OPN,10910_13_14_C
Early1:OPN,10910_15_A
Late1:CLS,10910_15_B
Early1:OPN,10910_25_A
Late1:CLS,10910_25_B
Early1:ALL,10920_4_A
Mid1:CLS,10920_4_B
Late1:CLS,10920_4_C
Early1:ALL,10930_13_15_16_23_24_28_A
Mid1:OPN,10930_13_15_16_23_24_28_B
Late1:ALL,10930_13_15_16_23_24_28_C
Early1:ALL,10940_25_A
Mid1:CLS,10940_25_B
Early1:OPN,10940_26_A
Late1:OPN,10940_26_B
Early1:OPN,10940_27_33_A
Mid1:CLS,10940_27_33_B
Mid1:OPN,10940_27_33_C
Early1:OPN,10940_31_38_A
Mid1:CLS,10940_31_38_B
Mid1:OPN,10940_31_38_C
Early1:ALL,10940_32_35_A
Late1:CLS,10940_32_35_B
Early1:ALL,10940_34_A
Late1:CLS,10940_34_B
Early1:ALL,10950_14_A
Mid1:ALL,10950_14_B
Mid2:ALL,10950_14_C
Late1:CLS,10950_14_D
Early1:ALL,10950_15_A
Mid1:OPN,10950_15_B
Mid2:OPN,10950_15_C
Late1:OPN,10950_15_D
Early1:ALL,10950_25_A
Mid1:OPN,10950_25_B
Mid2:OPN,10950_25_C
Late1:OPN,10950_25_D
Early1:ALL,10950_26_35_A
Mid1:OPN,10950_26_35_B
Mid2:OPN,10950_26_35_C
Late1:OPN,10950_26_35_D
Early1:ALL,10950_27_A
Mid1:OPN,10950_27_B
Mid2:OPN,10950_27_C
Late1:OPN,10950_27_D
Early1:ALL,10960_3_A
Mid1:CLS,10960_3_B
Late1:CLS,10960_3_C
Late1:OPN,10960_3_D
Early1:ALL,10960_4_A
Mid1:CLS,10960_4_B
Late1:OPN,10960_4_C
Early1:OPN,10970_3_6_7_A
Late1:CLS,10970_3_6_7_B
Early1:OPN,10970_4_5_A
Late1:CLS,10970_4_5_B
Early1:ALL,10980_3_A
Mid1:OPN,10980_3_B
Late1:OPN,10980_3_C
Early1:ALL,10980_4_A
Mid1:OPN,10980_4_B
Late1:OPN,10980_4_C
Early1:ALL,10980_6_A
Mid1:OPN,10980_6_B
Late1:OPN,10980_6_C
Early1:ALL,10980_7_A
Mid1:CLS,10980_7_B
Mid1:OPN,10980_7_C
Late1:ALL,10980_7_D
Early1:ALL,10990_3_A
Late1:CLS,10990_3_B
Early1:ALL,10990_4_A
Late1:CLS,10990_4_B
Early1:OPN,11000_15_A
Late1:CLS,11000_15_B
Early1:ALL,11000_26_A
Early1:OPN,11002_25_A
Late1:OPN,11002_25_B
Early1:OPN,11003_25_A
Late1:OPN,11003_25_B
Early1:ALL,11010_25_A
Mid1:OPN,11010_25_B
Late1:OPN,11010_25_C
Early1:ALL,11010_26_A
Mid1:OPN,11010_26_B
Late1:OPN,11010_26_C
Early1:OPN,11020_13_15_16_23_24_A
Mid1:OPN,11020_13_15_16_23_24_B
Mid2:OPN,11020_13_15_16_23_24_C
Late1:OPN,11020_13_15_16_23_24_D
Late2:OPN,11020_13_15_16_23_24_E
Early1:ALL,11020_28_A
Mid1:CLS,11020_28_B
Mid1:OPN,11020_28_C
Late1:OPN,11020_28_D
Late1:CLS,11020_28_E
Early1:ALL,11030_6_7_12_13_16_17_23_A
Mid1:CLS,11030_6_7_12_13_16_17_23_B
Early1:ALL,11040_13_14_25_A
Mid1:CLS,11040_13_14_25_B
Early1:ALL,11040_15_A
Mid1:OPN,11040_15_B
Mid1:CLS,11040_15_C
Late1:CLS,11040_15_D
Early1:ALL,11040_17_A
Mid1:CLS,11040_17_B
Early1:ALL,11040_23_24_A
Mid1:CLS,11040_23_24_B
Mid1:OPN,11040_23_24_C
Late1:OPN,11040_23_24_D
Late1:CLS,11040_23_24_E
Early1:ALL,11050_3_6_7_A
Late1:CLS,11050_3_6_7_B
Early1:OPN,11050_4_5_A
Late1:CLS,11050_4_5_B
Early1:ALL,11060_1_8_9_A
Mid1:CLS,11060_1_8_9_B
Late1:CLS,11060_1_8_9_C
Early1:ALL,11060_10_19_A
Mid1:CLS,11060_10_19_B
Late1:CLS,11060_10_19_C
Early3:ALL,11060_18_A
Late3:CLS,11060_18_B
Early1:ALL,11060_20_21_29_A
Mid1:CLS,11060_20_21_29_B
Late1:CLS,11060_20_21_29_C
Early1:ALL,11060_22_A
Mid1:CLS,11060_22_B
Late1:CLS,11060_22_C
Early1:ALL,11070_13_A
Mid1:ALL,11070_13_B
Late1:ALL,11070_13_C
Early1:ALL,11070_15_A
Mid1:CLS,11070_15_B
Late1:OPN,11070_15_C
Late1:CLS,11070_15_D
Early1:ALL,11070_17_A
Mid1:ALL,11070_17_B
Late1:ALL,11070_17_C
Early1:ALL,11070_23_24_A
Mid1:CLS,11070_23_24_B
Late2:OPN,11070_23_24_C
Late1:CLS,11070_23_24_D
Early1:ALL,11070_25_28_A
Mid1:CLS,11070_25_28_B
Late1:OPN,11070_25_28_C
Late1:CLS,11070_25_28_D
Early1:ALL,11070_27_33_A
Mid1:CLS,11070_27_33_B
Late1:CLS,11070_27_33_C
Early1:ALL,11071_16_A
Mid1:ALL,11071_16_B
Late1:ALL,11071_16_C
Early1:ALL,11072_16_A
Mid1:ALL,11072_16_B
Late1:ALL,11072_16_C
Early1:ALL,11080_17_A
Late1:CLS,11080_17_B
Early1:ALL,11080_4_5_13_14_15_24_25_A
Late1:ALL,11080_4_5_13_14_15_24_25_B
Early1:OPN,11090_14_A
Mid1:OPN,11090_14_B
Late1:CLS,11090_14_C
Early1:OPN,11090_15_25_A
Mid1:OPN,11090_15_25_B
Late1:CLS,11090_15_25_C
Early1:OPN,11090_4_13_A
Mid1:OPN,11090_4_13_B
Late1:CLS,11090_4_13_C
Early1:OPN,11100_4_A
Late1:CLS,11100_4_B
Early1:OPN,11110_26_A
Mid1:CLS,11110_26_B
Late1:OPN,11110_26_C
Early1:OPN,11110_27_33_A
Mid1:CLS,11110_27_33_B
Late1:OPN,11110_27_33_C
Early1:OPN,11110_32_35_A
Mid1:CLS,11110_32_35_B
Late1:OPN,11110_32_35_C
Late1:CLS,11110_32_35_D
Early1:OPN,11110_34_A
Mid1:CLS,11110_34_B
Late1:OPN,11110_34_C
Early1:ALL,11120_4_5_A
Mid1:OPN,11120_4_5_B
Late1:OPN,11120_4_5_C
Early1:ALL,11130_3_A
Mid1:CLS,11130_3_B
Late1:OPN,11130_3_C
Early1:ALL,11130_4_A
Mid1:CLS,11130_4_B
Late1:OPN,11130_4_C
Early1:OPN,11140_3_6_7_A
Mid1:OPN,11140_3_6_7_B
Late1:OPN,11140_3_6_7_C
Late1:CLS,11140_3_6_7_D
Early1:OPN,11140_4_5_A
Mid1:OPN,11140_4_5_B
Late1:OPN,11140_4_5_C
Late1:CLS,11140_4_5_D
Late2:CLS,11140_4_5_E
Early1:OPN,11150_10_19_A
Mid1:OPN,11150_10_19_B
Mid2:OPN,11150_10_19_C
Late1:OPN,11150_10_19_D
Late2:OPN,11150_10_19_E
Early1:OPN,11150_13_A
Mid1:OPN,11150_13_B
Mid2:OPN,11150_13_C
Late1:OPN,11150_13_D
Late2:OPN,11150_13_E
Early1:OPN,11150_14_A
Mid1:OPN,11150_14_B
Mid2:OPN,11150_14_C
Late1:OPN,11150_14_D
Late2:OPN,11150_14_E
Early1:OPN,11150_15_16_23_24_A
Mid1:OPN,11150_15_16_23_24_B
Mid2:OPN,11150_15_16_23_24_C
Late1:OPN,11150_15_16_23_24_D
Late2:OPN,11150_15_16_23_24_E
Early1:OPN,11150_17_A
Mid1:OPN,11150_17_B
Mid2:OPN,11150_17_C
Late1:OPN,11150_17_D
Late2:OPN,11150_17_E
Early1:OPN,11150_21_22_A
Mid1:OPN,11150_21_22_B
Mid2:OPN,11150_21_22_C
Late1:OPN,11150_21_22_D
Early1:OPN,11150_28_A
Early1:CLS,11150_28_B
Mid1:OPN,11150_28_C
Late1:OPN,11150_28_D
Late1:CLS,11150_28_E
Early1:ALL,11160_15_25_A
Mid1:CLS,11160_15_25_B
Late1:CLS,11160_15_25_C
Early1:ALL,11160_24_A
Mid1:CLS,11160_24_B
Late1:CLS,11160_24_C
Early1:ALL,11160_26_A
Mid1:CLS,11160_26_B
Late1:CLS,11160_26_C
Late1:OPN,11160_26_D
Early1:ALL,11170_13_15_28_A
Mid1:CLS,11170_13_15_28_B
Mid1:OPN,11170_13_15_28_C
Late1:OPN,11170_13_15_28_D
Late1:CLS,11170_13_15_28_E
Early1:ALL,11170_16_23_24_A
Mid1:CLS,11170_16_23_24_B
Mid1:OPN,11170_16_23_24_C
Late1:OPN,11170_16_23_24_D
Late1:CLS,11170_16_23_24_E
Early1:ALL,11170_20_A
Mid1:CLS,11170_20_B
Mid1:OPN,11170_20_C
Late1:OPN,11170_20_D
Late1:CLS,11170_20_E
Early1:ALL,11170_29_A
Mid1:CLS,11170_29_B
Mid1:OPN,11170_29_C
Late1:OPN,11170_29_D
Late1:CLS,11170_29_E
Early1:ALL,11170_33_A
Mid1:OPN,11170_33_B
Mid1:CLS,11170_33_C
Late1:OPN,11170_33_D
Late1:CLS,11170_33_E
Early1:ALL,11171_27_A
Mid1:OPN,11171_27_B
Late1:OPN,11171_27_C
Early1:ALL,11172_27_A
Mid1:OPN,11172_27_B
Mid1:CLS,11172_27_C
Late1:OPN,11172_27_D
Late1:CLS,11172_27_E
Early1:ALL,11180_4_A
Mid1:OPN,11180_4_B
Late1:OPN,11180_4_C
Late1:CLS,11180_4_D
Early1:ALL,11190_24_25_A
Mid1:OPN,11190_24_25_B
Mid1:CLS,11190_24_25_C
Late1:CLS,11190_24_25_D
Late1:OPN,11190_24_25_E
Early1:ALL,11190_26_A
Mid1:CLS,11190_26_B
Late1:CLS,11190_26_C
Late1:OPN,11190_26_D
Early1:ALL,11190_27_A
Mid1:OPN,11190_27_B
Mid1:CLS,11190_27_C
Late1:CLS,11190_27_D
Late1:OPN,11190_27_E
Early1:ALL,11190_28_A
Mid1:OPN,11190_28_B
Mid1:CLS,11190_28_C
Late1:CLS,11190_28_D
Late1:OPN,11190_28_E
Early1:ALL,11190_34_A
Mid1:OPN,11190_34_B
Late1:CLS,11190_34_C
Early1:ALL,11200_1_2_7_A
Mid1:CLS,11200_1_2_7_B
Mid1:OPN,11200_1_2_7_C
Late1:OPN,11200_1_2_7_D
Late1:CLS,11200_1_2_7_E
Early1:ALL,11210_14_A
Mid1:ALL,11210_14_B
Mid2:ALL,11210_14_C
Late1:CLS,11210_14_D
Early1:ALL,11210_15_A
Mid1:ALL,11210_15_B
Mid2:ALL,11210_15_C
Late1:CLS,11210_15_D
Early1:ALL,11210_24_A
Mid1:CLS,11210_24_B
Mid1:OPN,11210_24_C
Late1:OPN,11210_24_D
Early1:ALL,11210_25_A
Mid1:ALL,11210_25_B
Late1:ALL,11210_25_C
Early1:OPN,11210_26_A
Mid1:OPN,11210_26_B
Mid2:OPN,11210_26_C
Early1:ALL,11210_27_A
Mid1:ALL,11210_27_B
Mid2:ALL,11210_27_C
Early1:OPN,11220_25_A
Mid1:ALL,11220_25_B
Early1:OPN,11220_26_A
Mid1:CLS,11220_26_B
Late1:ALL,11220_27_A
Early1:ALL,11230_1_7_8_9_A
Mid1:CLS,11230_1_7_8_9_B
Late1:OPN,11230_1_7_8_9_C
Early1:OPN,11230_10_18_A
Mid1:OPN,11230_10_18_B
Early1:ALL,11240_1_7_8_9_A
Mid1:OPN,11240_1_7_8_9_B
Late1:CLS,11240_1_7_8_9_C
Early1:ALL,11240_10_12_17_18_19_21_A
Late1:OPN,11240_10_12_17_18_19_21_B
Late1:CLS,11240_10_12_17_18_19_21_C
Early1:ALL,11250_1_7_8_9_10_19_A
Mid1:OPN,11250_1_7_8_9_10_19_B
Late1:OPN,11250_1_7_8_9_10_19_C
Late1:CLS,11250_1_7_8_9_10_19_D
Early1:ALL,11250_20_29_30_31_33_A
Mid1:OPN,11250_20_29_30_31_33_B
Late1:CLS,11250_20_29_30_31_33_C
Early1:OPN,11250_6_12_13_15_16_17_18_23_24_25_28_A
Mid1:OPN,11250_6_12_13_15_16_17_18_23_24_25_28_B
Late1:CLS,11250_6_12_13_15_16_17_18_23_24_25_28_C
Early1:ALL,11260_1_7_8_9_10_19_A
Mid1:OPN,11260_1_7_8_9_10_19_B
Late1:OPN,11260_1_7_8_9_10_19_C
Late1:CLS,11260_1_7_8_9_10_19_D
Early1:OPN,11260_13_A
Mid1:OPN,11260_13_B
Late1:CLS,11260_13_C
Late1:OPN,11260_13_D
Late2:CLS,11260_13_E
Early1:ALL,11260_20_29_33_A
Mid1:OPN,11260_20_29_33_B
Late1:CLS,11260_20_29_33_C
Early1:ALL,11260_21_A
Mid1:OPN,11260_21_B
Late1:CLS,11260_21_C
Early1:ALL,11260_22_A
Mid1:OPN,11260_22_B
Late1:OPN,11260_22_C
Late1:CLS,11260_22_D
Early1:OPN,11260_6_12_17_18_28_A
Mid1:OPN,11260_6_12_17_18_28_B
Late1:CLS,11260_6_12_17_18_28_C
Late1:OPN,11260_6_12_17_18_28_D
Late2:CLS,11260_6_12_17_18_28_E
Early1:OPN,11261_16_23_24_A
Mid1:OPN,11261_16_23_24_B
Late1:CLS,11261_16_23_24_C
Late1:OPN,11261_16_23_24_D
Late2:CLS,11261_16_23_24_E
Early1:ALL,11262_16_23_A
Mid1:OPN,11262_16_23_B
Late1:CLS,11262_16_23_C
Early1:ALL,11270_10_12_13_17_18_A
Mid1:OPN,11270_10_12_13_17_18_B
Early1:OPN,11270_14_A
Mid1:OPN,11270_14_B
Early1:ALL,11270_15_A
Mid1:OPN,11270_15_B
Late1:OPN,11270_15_C
Early1:ALL,11270_16_23_24_25_A
Mid1:OPN,11270_16_23_24_25_B
Late1:OPN,11270_16_23_24_25_C
Early1:ALL,11270_21_A
Mid1:OPN,11270_21_B
Early1:ALL,11270_22_A
Mid1:OPN,11270_22_B
Early1:ALL,11270_28_A
Mid1:OPN,11270_28_B
Late1:OPN,11270_28_C
Early1:ALL,11270_7_8_9_A
Mid1:OPN,11270_7_8_9_B
Late1:OPN,11270_7_8_9_C
Early1:ALL,11280_2_3_4_A
Mid1:CLS,11280_2_3_4_B
Late1:CLS,11280_2_3_4_C
Early1:ALL,11290_4_5_A
Mid1:CLS,11290_4_5_B
Early1:OPN,11300_3_4_A
Late1:CLS,11300_3_4_B
Early1:ALL,11310_2_3_4_A
Mid1:CLS,11310_2_3_4_B
Late1:OPN,11310_2_3_4_C
Early1:OPN,11320_31_38_A
Mid1:OPN,11320_31_38_B
Late1:CLS,11320_31_38_C
Early1:OPN,11320_32_34_35_A
Late1:CLS,11320_32_34_35_B
Late2:CLS,11320_32_34_35_C
Early1:OPN,11320_33_A
Late1:CLS,11320_33_B
Late2:CLS,11320_33_C
Early1:OPN,11330_25_A
Late1:OPN,11330_25_B
Early1:ALL,11340_10_A
Late1:CLS,11340_10_B
Early1:ALL,11340_8_9_A
Mid1:CLS,11340_8_9_B
Late1:OPN,11340_8_9_C
Early1:OPN,11350_13_14_A
Mid1:OPN,11350_13_14_B
Early1:OPN,11350_15_28_A
Mid1:OPN,11350_15_28_B
Late1:OPN,11350_15_28_C
Mid1:CLS,11350_15_28_D
Early1:OPN,11350_16_23_24_A
Mid1:OPN,11350_16_23_24_B
Late1:OPN,11350_16_23_24_C
Mid2:CLS,11350_16_23_24_D
Early1:OPN,11350_22_A
Mid1:OPN,11350_22_B
Late1:OPN,11350_22_C
Mid1:CLS,11350_22_D
Early1:OPN,11350_25_A
Mid1:OPN,11350_25_B
Late1:OPN,11350_25_C
Mid1:CLS,11350_25_D
Early1:OPN,11350_7_8_9_10_12_17_18_A
Late1:OPN,11350_7_8_9_10_12_17_18_B
Early1:ALL,11360_6_A
Late1:CLS,11360_6_B
Early1:OPN,11370_3_6_A
Mid1:CLS,11370_3_6_B
Late1:OPN,11370_3_6_C
Early1:ALL,11380_1_A
Late1:CLS,11380_1_B
Early1:ALL,11380_3_5_A
Late1:CLS,11380_3_5_B
Early1:ALL,11380_6_A
Late2:CLS,11380_6_B
Early1:ALL,11390_10_19_A
Mid1:CLS,11390_10_19_B
Late1:CLS,11390_10_19_C
Early1:ALL,11390_18_A
Mid1:CLS,11390_18_B
Mid1:OPN,11390_18_C
Early1:OPN,11390_20_A
Mid1:CLS,11390_20_B
Early1:ALL,11390_21_A
Mid1:CLS,11390_21_B
Late1:CLS,11390_21_C
Early1:ALL,11390_22_A
Mid1:CLS,11390_22_B
Late1:CLS,11390_22_C
Early1:OPN,11390_29_A
Mid1:CLS,11390_29_B
Early1:ALL,11390_8_9_A
Late2:CLS,11390_8_9_B
Late1:CLS,11390_8_9_C
Early1:ALL,11400_10_19_A
Late1:CLS,11400_10_19_B
Early1:ALL,11400_20_A
Late1:CLS,11400_20_B
Early1:ALL,11400_21_A
Late1:CLS,11400_21_B
Early1:ALL,11400_29_A
Late1:CLS,11400_29_B
Early1:ALL,11400_9_A
Late1:OPN,11400_9_B
Early1:ALL,11410_20_A
Mid1:OPN,11410_20_B
Late1:CLS,11410_20_C
Early1:ALL,11410_29_30_A
Mid1:CLS,11410_29_30_B
Early1:OPN,11410_31_A
Mid1:OPN,11410_31_B
Late1:CLS,11410_31_C
Early1:OPN,11410_39_A
Mid1:OPN,11410_39_B
Late1:CLS,11410_39_C
Early1:OPN,11410_40_A
Mid1:OPN,11410_40_B
Late1:CLS,11410_40_C
Early1:ALL,11420_8_A
Mid1:CLS,11420_8_B
Mid1:OPN,11420_8_C
Late1:CLS,11420_8_D
Early1:ALL,11420_9_10_A
Mid1:CLS,11420_9_10_B
Early1:ALL,11430_9_19_21_28_A
Late1:CLS,11430_9_19_21_28_B
Early1:ALL,11440_12_16_19_28_A
Late1:CLS,11440_12_16_19_28_B
Early1:ALL,11440_21_22_A
Late1:CLS,11440_21_22_B
Early1:OPN,11450_13_A
Mid1:CLS,11450_13_B
Late1:OPN,11450_13_C
Early1:OPN,11450_16_A
Mid1:OPN,11450_16_B
Late1:OPN,11450_16_C
Early1:OPN,11450_17_A
Mid1:CLS,11450_17_B
Late1:OPN,11450_17_C
Early1:OPN,11450_20_A
Mid1:OPN,11450_20_B
Late1:OPN,11450_20_C
Early1:OPN,11450_21_A
Mid1:OPN,11450_21_B
Late1:OPN,11450_21_C
Early1:OPN,11450_22_24_28_A
Mid1:OPN,11450_22_24_28_B
Late1:OPN,11450_22_24_28_C
Early1:OPN,11450_29_A
Mid1:OPN,11450_29_B
Early1:OPN,11450_9_10_19_A
Mid1:OPN,11450_9_10_19_B
Late1:OPN,11450_9_10_19_C
Early1:ALL,11460_15_16_23_24_25_28_A
Mid1:CLS,11460_15_16_23_24_25_28_B
Late1:CLS,11460_15_16_23_24_25_28_C
Early1:ALL,11460_26_A
Early1:ALL,11460_27_A
Late1:CLS,11460_27_B
Early1:ALL,11470_27_33_A
Late1:CLS,11470_27_33_B
Early1:ALL,11470_28_A
Mid1:CLS,11470_28_B
Mid1:OPN,11470_28_C
Early1:OPN,11480_20_29_30_A
Late1:CLS,11480_20_29_30_B
Early1:OPN,11480_31_38_A
Mid1:OPN,11480_31_38_B
Late1:CLS,11480_31_38_C
Early1:OPN,11480_32_A
Mid1:CLS,11480_32_B
Late1:ALL,11480_32_C
Early1:OPN,11480_34_35_A
Late1:OPN,11480_34_35_B
Late1:CLS,11480_34_35_C
Early1:OPN,11490_25_A
Late1:CLS,11490_25_B
Late1:OPN,11490_25_C
Early1:OPN,11490_26_A
Mid1:ALL,11490_26_B
Late1:ALL,11490_26_C
Late1:OPN,11490_26_D
Mid1:OPN,11490_27_38_A
Mid2:CLS,11490_27_38_B
Mid3:CLS,11490_27_38_C
Early1:ALL,11490_28_A
Mid1:CLS,11490_28_B
Mid1:OPN,11490_28_C
Late1:OPN,11490_28_D
Mid1:OPN,11490_29_A
Mid2:CLS,11490_29_B
Mid3:CLS,11490_29_C
Mid1:OPN,11490_31_33_A
Mid2:CLS,11490_31_33_B
Mid3:CLS,11490_31_33_C
Early1:OPN,11490_34_35_A
Late1:CLS,11490_34_35_B
Early1:OPN,11500_31_39_40_A
Mid1:CLS,11500_31_39_40_B
Late1:CLS,11500_31_39_40_C
Early1:OPN,11500_38_A
Mid1:CLS,11500_38_B
Late1:CLS,11500_38_C
Early1:OPN,11510_4_5_A
Mid1:OPN,11510_4_5_B
Late1:CLS,11510_4_5_C
Early1:ALL,11520_2_3_7_A
Mid1:ALL,11520_2_3_7_B
Late1:CLS,11520_2_3_7_C
Early1:ALL,11520_4_5_A
Mid1:ALL,11520_4_5_B
Late1:CLS,11520_4_5_C
Early1:ALL,11520_6_A
Mid1:ALL,11520_6_B
Late1:CLS,11520_6_C
Early1:ALL,11530_16_23_24_25_27_A
Mid1:OPN,11530_16_23_24_25_27_B
Late1:OPN,11530_16_23_24_25_27_C
Early1:ALL,11530_20_22_29_30_A
Late1:OPN,11530_20_22_29_30_B
Early1:ALL,11530_28_A
Mid1:OPN,11530_28_B
Late1:OPN,11530_28_C
Early1:ALL,11530_6_10_12_13_17_18_19_21_A
Late1:OPN,11530_6_10_12_13_17_18_19_21_B
Early1:ALL,11530_7_8_9_A
Mid1:OPN,11530_7_8_9_B
Late1:OPN,11530_7_8_9_C
Early1:ALL,11540_1_7_8_9_A
Mid1:ALL,11540_1_7_8_9_B
Late1:ALL,11540_1_7_8_9_C
Early1:ALL,11540_10_19_A
Mid1:OPN,11540_10_19_B
Late1:CLS,11540_10_19_C
Early1:ALL,11540_13_A
Mid1:OPN,11540_13_B
Late1:CLS,11540_13_C
Early1:ALL,11540_18_A
Mid1:OPN,11540_18_B
Late1:CLS,11540_18_C
Early1:ALL,11540_6_12_16_17_A
Mid1:OPN,11540_6_12_16_17_B
Late1:CLS,11540_6_12_16_17_C
Early1:ALL,11550_13_14_A
Mid1:CLS,11550_13_14_B
Mid1:OPN,11550_13_14_C
Late1:CLS,11550_13_14_D
Late2:CLS,11550_13_14_E
Early1:ALL,11550_15_A
Mid1:CLS,11550_15_B
Late1:CLS,11550_15_C
Late2:CLS,11550_15_D
Early1:ALL,11550_25_A
Late1:CLS,11550_25_B
Early1:OPN,11550_26_35_A
Mid1:OPN,11550_26_35_B
Late1:CLS,11550_26_35_C
Early1:ALL,11550_4_A
Mid1:CLS,11550_4_B
Mid2:CLS,11550_4_C
Late1:CLS,11550_4_D
Late2:OPN,11550_4_E
Early1:ALL,11552_13_14_15_A
Mid1:CLS,11552_13_14_15_B
Late1:CLS,11552_13_14_15_C
Early1:ALL,11560_1_2_7_A
Mid1:CLS,11560_1_2_7_B
Late1:CLS,11560_1_2_7_C
Late1:OPN,11560_1_2_7_D
Early1:ALL,11570_1_2_A
Late1:CLS,11570_1_2_B
Late2:OPN,11570_1_2_C
Early1:ALL,11581_1_2_7_A
Mid1:OPN,11581_1_2_7_B
Late1:CLS,11581_1_2_7_C
Early1:ALL,11582_1_2_7_A
Mid1:OPN,11582_1_2_7_B
Late1:CLS,11582_1_2_7_C
Early1:ALL,11590_10_19_A
Mid1:OPN,11590_10_19_B
Late1:CLS,11590_10_19_C
Early1:ALL,11590_12_17_A
Mid1:OPN,11590_12_17_B
Late1:CLS,11590_12_17_C
Early1:ALL,11590_13_A
Mid1:OPN,11590_13_B
Late1:CLS,11590_13_C
Early1:ALL,11590_15_A
Mid1:OPN,11590_15_B
Late1:CLS,11590_15_C
Early1:ALL,11590_16_23_24_26_A
Mid1:CLS,11590_16_23_24_26_B
Early1:ALL,11590_18_A
Mid1:OPN,11590_18_B
Late1:CLS,11590_18_C
Early1:ALL,11590_20_A
Mid1:OPN,11590_20_B
Late1:CLS,11590_20_C
Early1:ALL,11590_21_A
Mid1:OPN,11590_21_B
Late1:CLS,11590_21_C
Early1:ALL,11590_22_A
Mid1:CLS,11590_22_B
Early1:ALL,11590_25_A
Mid1:CLS,11590_25_B
Early1:ALL,11590_27_33_A
Mid1:CLS,11590_27_33_B
Early1:ALL,11590_28_A
Mid1:CLS,11590_28_B
Early1:ALL,11590_29_A
Mid1:OPN,11590_29_B
Late1:CLS,11590_29_C
Early1:ALL,11590_8_9_A
Mid1:ALL,11590_8_9_B
Late1:ALL,11590_8_9_C
Early1:ALL,11600_10_19_A
Mid1:CLS,11600_10_19_B
Early1:ALL,11600_12_17_A
Mid1:CLS,11600_12_17_B
Early1:ALL,11600_15_28_A
Late1:ALL,11600_15_28_B
Early1:ALL,11600_16_A
Mid1:CLS,11600_16_B
Early1:ALL,11600_18_A
Mid1:CLS,11600_18_B
Late1:CLS,11600_18_C
Early1:ALL,11600_20_29_A
